      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;0   ;    ;    ;                        ;EconomicaIngresos                                                                                                                                                                                       ;EconomicaIngresos                                                                                                                                                                                       ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;5   ;9   ;1   ;                        ;BeneficiosPorRealizacionDeInversionesFinancieras                                                                                                                                                        ;BeneficiosPorRealizacionDeInversionesFinancieras                                                                                                                                                        ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;5   ;9   ;2   ;                        ;IngresosPorOperacionesDeIntercambioFinanciero                                                                                                                                                           ;IngresosPorOperacionesDeIntercambioFinanciero                                                                                                                                                           ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;5   ;9   ;9   ;                        ;OtrosIngresosPatrimoniales OtrosIngresosPatrimoniales                                                                                                                                                   ;OtrosIngresosPatrimoniales_OtrosIngresosPatrimoniales                                                                                                                                                   ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;    ;    ;                        ;InversionesReales                                                                                                                                                                                       ;InversionesReales                                                                                                                                                                                       ;      7000;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;    ;    ;                        ;EnajenacionDeInversionesReales                                                                                                                                                                          ;EnajenacionDeInversionesReales                                                                                                                                                                          ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;    ;                        ;DeTerrenos                                                                                                                                                                                              ;DeTerrenos                                                                                                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;    ;                        ;InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                           ;InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                           ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;0   ;                        ;VentaDeSolares                                                                                                                                                                                          ;VentaDeSolares                                                                                                                                                                                          ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;0   ;                        ;InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral InversionesEnTerrenos                                                                                                                     ;InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral_InversionesEnTerrenos                                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;1   ;                        ;VentaDeFincasRusticas                                                                                                                                                                                   ;VentaDeFincasRusticas                                                                                                                                                                                   ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;2   ;                        ;ParcelasSobrantesDeLaViaPublica                                                                                                                                                                         ;ParcelasSobrantesDeLaViaPublica                                                                                                                                                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;3   ;                        ;PatrimonioPublicoDelSuelo                                                                                                                                                                               ;PatrimonioPublicoDelSuelo                                                                                                                                                                               ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;9   ;                        ;OtrasInversionesNuevasEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                   ;OtrasInversionesNuevasEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                   ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;0   ;9   ;                        ;OtrosTerrenos                                                                                                                                                                                           ;OtrosTerrenos                                                                                                                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;    ;                        ;InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                  ;InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                                  ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;    ;                        ;DeLasDemasInversionesReales                                                                                                                                                                             ;DeLasDemasInversionesReales                                                                                                                                                                             ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;0   ;                        ;InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral InversionesEnTerrenos                                                                                                            ;InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral_InversionesEnTerrenos                                                                                                            ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;1   ;                        ;DeInversionesDeCaracterInmaterial                                                                                                                                                                       ;DeInversionesDeCaracterInmaterial                                                                                                                                                                       ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;2   ;                        ;DeObjetosValiosos                                                                                                                                                                                       ;DeObjetosValiosos                                                                                                                                                                                       ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;9   ;                        ;OtrasInversionesDeReposicionEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                             ;OtrasInversionesDeReposicionEnInfraestructurasYBienesDestinadosAlUsoGeneral                                                                                                                             ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;1   ;9   ;                        ;DeOtrasInversionesReales                                                                                                                                                                                ;DeOtrasInversionesReales                                                                                                                                                                                ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;    ;                        ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios                                                                                                                                           ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios                                                                                                                                           ;      3000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;1   ;                        ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios TerrenosYBienesNaturales                                                                                                                  ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_TerrenosYBienesNaturales                                                                                                                  ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;2   ;                        ;InversionesReales InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios EdificiosYOtrasConstrucciones                                                                                           ;InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_EdificiosYOtrasConstrucciones                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;3   ;                        ;InversionesReales InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios MaquinariaInstalacionesTecnicasYUtillaje                                                                                ;InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_MaquinariaInstalacionesTecnicasYUtillaje                                                                                ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;4   ;                        ;InversionesReales InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios ElementosDeTransporte                                                                                                   ;InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_ElementosDeTransporte                                                                                                   ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;5   ;                        ;InversionesReales InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios Mobiliario                                                                                                              ;InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_Mobiliario                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;6   ;                        ;InversionesReales InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios EquiposParaProcesosDeInformacion                                                                                        ;InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_EquiposParaProcesosDeInformacion                                                                                        ;      3000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;7   ;                        ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios ProyectosComplejos                                                                                                                        ;InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_ProyectosComplejos                                                                                                                        ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;2   ;9   ;                        ;OtrasInversionesNuevasAsociadasAlFuncionamientoOperativoDeLosServicios                                                                                                                                  ;OtrasInversionesNuevasAsociadasAlFuncionamientoOperativoDeLosServicios                                                                                                                                  ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;    ;                        ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios                                                                                                                                    ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;1   ;                        ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios TerrenosYBienesNaturales                                                                                                           ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_TerrenosYBienesNaturales                                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;2   ;                        ;InversionesReales InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios EdificiosYOtrasConstrucciones                                                                                    ;InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_EdificiosYOtrasConstrucciones                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;3   ;                        ;InversionesReales InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios MaquinariaInstalacionesTecnicasYUtillaje                                                                         ;InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_MaquinariaInstalacionesTecnicasYUtillaje                                                                         ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;4   ;                        ;InversionesReales InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios ElementosDeTransporte                                                                                            ;InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_ElementosDeTransporte                                                                                            ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;5   ;                        ;InversionesReales InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios Mobiliario                                                                                                       ;InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_Mobiliario                                                                                                       ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;6   ;                        ;InversionesReales InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios EquiposParaProcesosDeInformacion                                                                                 ;InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_EquiposParaProcesosDeInformacion                                                                                 ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;7   ;                        ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios ProyectosComplejos                                                                                                                 ;InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_ProyectosComplejos                                                                                                                 ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;3   ;9   ;                        ;OtrasInversionesDeReposicionAsociadasAlFuncionamientoOperativoDeLosServicios                                                                                                                            ;OtrasInversionesDeReposicionAsociadasAlFuncionamientoOperativoDeLosServicios                                                                                                                            ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;4   ;    ;                        ;GastosEnInversionesDeCaracterInmaterial                                                                                                                                                                 ;GastosEnInversionesDeCaracterInmaterial                                                                                                                                                                 ;      4000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;4   ;0   ;                        ;GastosEnInversionesDeCaracterInmaterial GastosEnInversionesDeCaracterInmaterial                                                                                                                         ;GastosEnInversionesDeCaracterInmaterial_GastosEnInversionesDeCaracterInmaterial                                                                                                                         ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;4   ;1   ;                        ;GastosEnAplicacionesInformaticas                                                                                                                                                                        ;GastosEnAplicacionesInformaticas                                                                                                                                                                        ;      4000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;4   ;8   ;                        ;CuotasNetasDeInteresesPorOperacionesDeArrendamientoFinancieroLeasing                                                                                                                                    ;CuotasNetasDeInteresesPorOperacionesDeArrendamientoFinancieroLeasing                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;5   ;    ;                        ;InversionesGestionadasParaOtrosEntesPublicos                                                                                                                                                            ;InversionesGestionadasParaOtrosEntesPublicos                                                                                                                                                            ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;5   ;0   ;                        ;GastosEnInversionesGestionadasParaOtrosEntesPublicos                                                                                                                                                    ;GastosEnInversionesGestionadasParaOtrosEntesPublicos                                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;    ;                        ;GastosEnInversionesDeBienesPatrimoniales                                                                                                                                                                ;GastosEnInversionesDeBienesPatrimoniales                                                                                                                                                                ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;    ;                        ;ReintegrosPorOperacionesDeCapital                                                                                                                                                                       ;ReintegrosPorOperacionesDeCapital                                                                                                                                                                       ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;0   ;                        ;DeEjerciciosCerrados                                                                                                                                                                                    ;DeEjerciciosCerrados                                                                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;1   ;                        ;GastosEnInversionesDeBienesPatrimoniales TerrenosYBienesNaturales                                                                                                                                       ;GastosEnInversionesDeBienesPatrimoniales_TerrenosYBienesNaturales                                                                                                                                       ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;2   ;                        ;InversionesReales GastosEnInversionesDeBienesPatrimoniales EdificiosYOtrasConstrucciones                                                                                                                ;InversionesReales_GastosEnInversionesDeBienesPatrimoniales_EdificiosYOtrasConstrucciones                                                                                                                ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;8   ;9   ;                        ;OtrosGastosEnInversionesDeBienesPatrimoniales                                                                                                                                                           ;OtrosGastosEnInversionesDeBienesPatrimoniales                                                                                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;9   ;    ;                        ;InversionesEnBienesComunales                                                                                                                                                                            ;InversionesEnBienesComunales                                                                                                                                                                            ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;9   ;0   ;                        ;InversionesEnBienesComunales TerrenosYBienesNaturales                                                                                                                                                   ;InversionesEnBienesComunales_TerrenosYBienesNaturales                                                                                                                                                   ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;6   ;9   ;2   ;                        ;InversionEnInfraestructuras                                                                                                                                                                             ;InversionEnInfraestructuras                                                                                                                                                                             ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;    ;    ;                        ;EconomicaIngresos TransferenciasDeCapital                                                                                                                                                               ;EconomicaIngresos_TransferenciasDeCapital                                                                                                                                                               ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;    ;    ;                        ;EconomicaGastos TransferenciasDeCapital                                                                                                                                                                 ;EconomicaGastos_TransferenciasDeCapital                                                                                                                                                                 ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;0   ;    ;                        ;TransferenciasDeCapital DeLaAdministracionGeneralDeLaEntidadLocal                                                                                                                                       ;TransferenciasDeCapital_DeLaAdministracionGeneralDeLaEntidadLocal                                                                                                                                       ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;0   ;    ;                        ;TransferenciasDeCapital ALaAdministracionGeneralDeLaEntidadLocal                                                                                                                                        ;TransferenciasDeCapital_ALaAdministracionGeneralDeLaEntidadLocal                                                                                                                                        ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;1   ;    ;                        ;TransferenciasDeCapital AOrganismosAutonomosDeLaEntidadLocal                                                                                                                                            ;TransferenciasDeCapital_AOrganismosAutonomosDeLaEntidadLocal                                                                                                                                            ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;1   ;    ;                        ;TransferenciasDeCapital DeOrganismosAutonomosDeLaEntidadLocal                                                                                                                                           ;TransferenciasDeCapital_DeOrganismosAutonomosDeLaEntidadLocal                                                                                                                                           ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;    ;                        ;TransferenciasDeCapital DeLaAdministracionDelEstado                                                                                                                                                     ;TransferenciasDeCapital_DeLaAdministracionDelEstado                                                                                                                                                     ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;    ;                        ;TransferenciasDeCapital ALaAdministracionDelEstado                                                                                                                                                      ;TransferenciasDeCapital_ALaAdministracionDelEstado                                                                                                                                                      ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;0   ;                        ;TransferenciasDeCapital ALaAdministracionDelEstado ALaAdministracionGeneralDelEstado                                                                                                                    ;TransferenciasDeCapital_ALaAdministracionDelEstado_ALaAdministracionGeneralDelEstado                                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;0   ;                        ;TransferenciasDeCapital DeLaAdministracionDelEstado DeLaAdministracionGeneralDelEstado                                                                                                                  ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeLaAdministracionGeneralDelEstado                                                                                                                  ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;                        ;EconomicaGastos TransferenciasDeCapital ALaAdministracionDelEstado AOrganismosAutonomosYAgencias                                                                                                        ;EconomicaGastos_TransferenciasDeCapital_ALaAdministracionDelEstado_AOrganismosAutonomosYAgencias                                                                                                        ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;                        ;TransferenciasDeCapital DeLaAdministracionDelEstado DeOrganismosAutonomosYAgenciasEstatales                                                                                                             ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeOrganismosAutonomosYAgenciasEstatales                                                                                                             ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;00                      ;TransferenciasDeCapital ALaAdministracionDelEstado AOrganismosAutonomosYAgencias AlServicioPublicoDeEmpleoEstatal                                                                                       ;TransferenciasDeCapital_ALaAdministracionDelEstado_AOrganismosAutonomosYAgencias_AlServicioPublicoDeEmpleoEstatal                                                                                       ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;00                      ;TransferenciasDeCapital DeLaAdministracionDelEstado DeOrganismosAutonomosYAgenciasEstatales DelServicioPublicoDeEmpleoEstatal                                                                           ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeOrganismosAutonomosYAgenciasEstatales_DelServicioPublicoDeEmpleoEstatal                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;09                      ;TransferenciasDeCapital ALaAdministracionDelEstado AOrganismosAutonomosYAgencias AOtrosOrganismosAutonomos                                                                                              ;TransferenciasDeCapital_ALaAdministracionDelEstado_AOrganismosAutonomosYAgencias_AOtrosOrganismosAutonomos                                                                                              ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;1   ;90                      ;TransferenciasDeCapital DeLaAdministracionDelEstado DeOrganismosAutonomosYAgenciasEstatales DeOtrosOrganismosAutonomosYAgencias                                                                         ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeOrganismosAutonomosYAgenciasEstatales_DeOtrosOrganismosAutonomosYAgencias                                                                         ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;2   ;                        ;TransferenciasDeCapital ALaAdministracionDelEstado AFundacionesEstatales                                                                                                                                ;TransferenciasDeCapital_ALaAdministracionDelEstado_AFundacionesEstatales                                                                                                                                ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;2   ;                        ;TransferenciasDeCapital DeLaAdministracionDelEstado DeFundacionesEstatales                                                                                                                              ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeFundacionesEstatales                                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;3   ;                        ;TransferenciasDeCapital ALaAdministracionDelEstado ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                                ;TransferenciasDeCapital_ALaAdministracionDelEstado_ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                                ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;3   ;                        ;TransferenciasDeCapital DeLaAdministracionDelEstado DeSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                              ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                              ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;3   ;00                      ;TransferenciasDeCapital DeLaAdministracionDelEstado DeSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos DeLoteriasYApuestasDelEstado                                 ;TransferenciasDeCapital_DeLaAdministracionDelEstado_DeSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos_DeLoteriasYApuestasDelEstado                                 ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;2   ;3   ;90                      ;DeOtrasSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                                                                             ;DeOtrasSociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos                                                                                                             ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;3   ;    ;                        ;TransferenciasDeCapital DeLaSeguridadSocial                                                                                                                                                             ;TransferenciasDeCapital_DeLaSeguridadSocial                                                                                                                                                             ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;7   ;3   ;    ;                        ;TransferenciasDeCapital ALaSeguridadSocial                                                                                                                                                              ;TransferenciasDeCapital_ALaSeguridadSocial                                                                                                                                                              ;         0;         0;         0;         0
