EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2021;11020;1268;230000;91002;Dietas;2000
2021;11020;1268;231000;91002;Locomoción;2000
2021;11020;1268;233000;91002;Gastos a través de agencias de viaje;5000
2021;11020;1268;480582;91002;Subv. a la Confederación de Asociaciones de Vecino;25000
2021;11020;1268;480650;91002;Coordinadora Aragonesa del Voluntariado;38000
2021;11020;1268;480651;91002;Plataforma del Voluntariado de Aragón;14000
2021;11020;1268;602000;91002;Edificios y otras construcciones;25000
2021;11020;1268;605000;91002;Mobiliario y enseres;25000
2021;11030;4431;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;11030;4431;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;11030;4431;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;11030;4431;101005;91002;Trienios de SGT, DG y asimilados;4986,96
2021;11030;4431;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4470,54
2021;11030;4431;120000;91002;Sueldos de Personal Funcionario;417834,12
2021;11030;4431;120005;91002;Trienios de Personal Funcionario;110994
2021;11030;4431;120006;91002;Pagas extraordinarias de Personal Funcionario;167350,62
2021;11030;4431;121000;91002;Complemento de destino de Personal Funcionario;241570,8
2021;11030;4431;121001;91002;Complemento específico de Personal Funcionario;493615,2
2021;11030;4431;160000;91002;Seguridad social;378409,81
2021;11030;4431;215000;91002;Reparación y conservación de mobiliario y enseres;1000
2021;11030;4431;220000;91002;Ordinario no inventariable;1225
2021;11030;4431;220002;91002;Prensa, revistas y publicaciones periódicas;1000
2021;11030;4431;221009;91002;Otros suministros;1000
2021;11030;4431;223000;91002;Transporte;1000
2021;11030;4431;226001;91002;Atenciones protocolarias y representativas;500
2021;11030;4431;226002;91002;Gastos de divulgación y promoción;25000
2021;11030;4431;226005;91002;Reuniones y conferencias;12000
2021;11030;4431;227006;91002;Estudios y trabajos técnicos;80000
2021;11030;4431;227009;91002;Otros trabajos realizados por otras empresas;40000
2021;11030;4431;230000;91002;Dietas;2000
2021;11030;4431;231000;91002;Locomoción;3000
2021;11030;4431;233000;91002;Gastos a través de agencias de viaje;4000
2021;11030;4431;239000;39016;Otras indemnizaciones;38783,56
2021;11030;4431;239000;91002;Otras indemnizaciones;33000
2021;11030;4431;251003;91002;Realización de cursos de formación externa;45262
2021;11030;4431;440214;91002;Convenio UNIZAR. Consumo responsable;30000
2021;11030;4431;460016;91002;Oficinas EE. Locales de Información al Consumidor;350000
2021;11030;4431;480062;91002;Centros escolares para proyectos sobre Consumo;4500
2021;11030;4431;480063;91002;Promoción del Consumo;330000
2021;11030;4431;480725;91002;Ayudas a afectados por Idental;20000
2021;11030;4431;780234;91002;Ay. equipam. asociaciones consumidores aragonesas;10000
2021;11040;3133;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;11040;3133;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;11040;3133;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;11040;3133;101005;91002;Trienios de SGT, DG y asimilados;5893,68
2021;11040;3133;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4580,7
2021;11040;3133;120000;91002;Sueldos de Personal Funcionario;183119,16
2021;11040;3133;120005;91002;Trienios de Personal Funcionario;46411,92
2021;11040;3133;120006;91002;Pagas extraordinarias de Personal Funcionario;71169,82
2021;11040;3133;121000;91002;Complemento de destino de Personal Funcionario;106235,16
2021;11040;3133;121001;91002;Complemento específico de Personal Funcionario;215371,56
2021;11040;3133;160000;91002;Seguridad social;143186,82
2021;11040;3133;220000;91002;Ordinario no inventariable;2000
2021;11040;3133;220004;91002;Material informático;3000
2021;11040;3133;223000;91002;Transporte;500
2021;11040;3133;226001;91002;Atenciones protocolarias y representativas;1000
2021;11040;3133;226002;91002;Gastos de divulgación y promoción;24000
2021;11040;3133;226005;91002;Reuniones y conferencias;16000
2021;11040;3133;227001;91002;Seguridad;50000
2021;11040;3133;227006;91002;Estudios y trabajos técnicos;50000
2021;11040;3133;227006;39135;Estudios y trabajos técnicos;4000
2021;11040;3133;227009;39135;Otros trabajos realizados por otras empresas;135688,88
2021;11040;3133;227009;91002;Otros trabajos realizados por otras empresas;285000
2021;11040;3133;230000;91002;Dietas;2000
2021;11040;3133;231000;91002;Locomoción;2000
2021;11040;3133;233000;91002;Gastos a través de agencias de viaje;3000
2021;11040;3133;263002;91002;Conciertos con Entidades Privadas;449589,7
2021;11040;3133;263002;39135;Conciertos con Entidades Privadas;398692,12
2021;11040;3133;440054;91002;Conv. UNIZAR Mediación e Intervención familiar;8000
2021;11040;3133;460048;91002;Ayuda actividades comarcas en materia de familia;150000
2021;11040;3133;460048;39135;Ayuda actividades comarcas en materia de familia;60000
2021;11040;3133;480122;91002;Ayudas a actividades de las Asociaciones;190000
2021;11040;3133;480122;39135;Ayudas a actividades de las Asociaciones;201619
2021;11040;3133;480123;91002;Ayudas por Partos Múltiples;215000
2021;11040;3133;480205;91002;Apoyo Conciliación Vida Familiar y Laboral;200000
2021;11040;3133;480711;91002;Convenio Desarrollo Actuaciones Conciliación;100000
2021;11040;3133;480712;91002;Convenio Ceder Monegros;10000
2021;11040;3133;480713;91002;Premios en materia de familia;500
2021;11040;3133;480720;91002;Ayudas asociaciones en materia de igualdad;100000
2021;11040;3133;480727;91002;Medidas aplicación Ley de Familias;150000
2021;11040;3133;609000;91002;Inmovilizado Inmaterial;40000
2021;11050;1341;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;11050;1341;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;11050;1341;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;11050;1341;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;3864,66
2021;11050;1341;120000;91002;Sueldos de Personal Funcionario;67931,04
2021;11050;1341;120005;91002;Trienios de Personal Funcionario;9169,08
2021;11050;1341;120006;91002;Pagas extraordinarias de Personal Funcionario;24968,26
2021;11050;1341;121000;91002;Complemento de destino de Personal Funcionario;39911,76
2021;11050;1341;121001;91002;Complemento específico de Personal Funcionario;71673,48
2021;11050;1341;160000;91002;Seguridad social;69304,36
2021;11050;1341;220000;91002;Ordinario no inventariable;1000
2021;11050;1341;226001;91002;Atenciones protocolarias y representativas;1000
2021;11050;1341;226002;91002;Gastos de divulgación y promoción;6000
2021;11050;1341;226005;91002;Reuniones y conferencias;7000
2021;11050;1341;227006;91002;Estudios y trabajos técnicos;35000
2021;11050;1341;230000;91002;Dietas;8000
2021;11050;1341;231000;91002;Locomoción;4000
2021;11050;1341;233000;91002;Gastos a través de agencias de viaje;5000
2021;11050;1341;251000;91002;Realización de cursos de formación interna;14000
2021;11050;1341;251003;91002;Realización de cursos de formación externa;2000
2021;11050;1341;780004;91002;Ayudas para Países más Desfavorecidos;5946698
2021;11050;1341;780183;91002;Subv.Conv.Deleg. pueblo saharaui en Aragón;108000
2021;11050;1341;780221;91002;Convenio con Federación Aragonesa de Solidaridad;50000
2021;11050;1341;780227;91002;Convenio UNICEF en materia de cooper. desarrollo;100000
2021;11050;3241;120000;91002;Sueldos de Personal Funcionario;82775,64
2021;11050;3241;120005;91002;Trienios de Personal Funcionario;17513,88
2021;11050;3241;120006;91002;Pagas extraordinarias de Personal Funcionario;31453,18
2021;11050;3241;121000;91002;Complemento de destino de Personal Funcionario;43583,28
2021;11050;3241;121001;91002;Complemento específico de Personal Funcionario;84343,32
2021;11050;3241;130000;91002;Salario base de Personal Laboral Fijo;22730,4
2021;11050;3241;130001;91002;Antigüedad de Personal Laboral Fijo;4284
2021;11050;3241;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;5881,74
2021;11050;3241;130003;91002;Otras remuneraciones de Personal Laboral Fijo;12847,44
2021;11050;3241;160000;91002;Seguridad social;82151,97
2021;11050;3241;220000;91002;Ordinario no inventariable;500
2021;11050;3241;226002;91002;Gastos de divulgación y promoción;12000
2021;11050;3241;226005;91002;Reuniones y conferencias;7000
2021;11050;3241;227001;91002;Seguridad;20000
2021;11050;3241;227006;19008;Estudios y trabajos técnicos;8100
2021;11050;3241;227006;91002;Estudios y trabajos técnicos;91000
2021;11050;3241;230000;91002;Dietas;1000
2021;11050;3241;231000;91002;Locomoción;1000
2021;11050;3241;233000;91002;Gastos a través de agencias de viaje;1000
2021;11050;3241;440194;91002;Conv. UNIZAR amplia. territorio realiz. exa. nacio;15000
2021;11050;3241;460007;11201;Subv. Programas Acogida e Integración Inmigrantes;175000
2021;11050;3241;460007;91002;Subv. Programas Acogida e Integración Inmigrantes;175000
2021;11050;3241;480023;11201;Subv. Entidades Sociales Integración Inmigrantes;290000
2021;11050;3241;480023;91002;Subv. Entidades Sociales Integración Inmigrantes;290000
2021;11050;3241;480258;91002;Subvenciones a Colegios Profesionales;90000
2021;12010;6111;100000;91002;Retribuciones básicas de Altos Cargos;16199,76
2021;12010;6111;100001;91002;Otras remuneraciones de Altos Cargos;54056,88
2021;12010;6111;100005;91002;Trienios;6493,72
2021;12010;6111;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12010;6111;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12010;6111;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;12010;6111;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;3864,66
2021;12010;6111;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;67696,8
2021;12010;6111;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;118005,6
2021;12010;6111;110005;91002;Trienios de Pers. Eventual de Gabinete;2678,28
2021;12010;6111;110006;91002;Pagas extraordinarias Pers. Eventual de Gabinete;11717,56
2021;12010;6111;120000;91002;Sueldos de Personal Funcionario;328739,76
2021;12010;6111;120005;91002;Trienios de Personal Funcionario;86311,92
2021;12010;6111;120006;91002;Pagas extraordinarias de Personal Funcionario;137379,7
2021;12010;6111;121000;91002;Complemento de destino de Personal Funcionario;221710,32
2021;12010;6111;121001;91002;Complemento específico de Personal Funcionario;444887,28
2021;12010;6111;121009;91002;Otras retribuciones complementarias Funcionarios;3307,56
2021;12010;6111;130000;91002;Salario base de Personal Laboral Fijo;148859,76
2021;12010;6111;130001;91002;Antigüedad de Personal Laboral Fijo;23188,08
2021;12010;6111;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;36649,08
2021;12010;6111;130003;91002;Otras remuneraciones de Personal Laboral Fijo;39101,4
2021;12010;6111;160000;91002;Seguridad social;467552,11
2021;12010;6111;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12010;6111;203000;91002;Arrendamientos maquinaria, instalación y utillaje;300
2021;12010;6111;205000;91002;Arrendamientos de mobiliario y enseres;900
2021;12010;6111;212000;91002;Rep. y conservación edificios y otras construcc.;26500
2021;12010;6111;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;2000
2021;12010;6111;214000;91002;Reparación y conservación material de transporte;2400
2021;12010;6111;215000;91002;Reparación y conservación de mobiliario y enseres;1500
2021;12010;6111;216000;91002;Rep. y conserv. equipos procesos de información;3500
2021;12010;6111;219000;91002;Rep. y conservación de otro inmovilizado material;800
2021;12010;6111;220000;91002;Ordinario no inventariable;60000
2021;12010;6111;220001;91002;Mobiliario y enseres;1800
2021;12010;6111;220002;91002;Prensa, revistas y publicaciones periódicas;5200
2021;12010;6111;220003;91002;Libros y otras publicaciones;900
2021;12010;6111;220004;91002;Material informático;1800
2021;12010;6111;221000;91002;Energía eléctrica;64000
2021;12010;6111;221001;91002;Agua;7400
2021;12010;6111;221002;91002;Gas;1500
2021;12010;6111;221003;91002;Combustibles;17000
2021;12010;6111;221004;91002;Vestuario;2700
2021;12010;6111;221009;91002;Otros suministros;1400
2021;12010;6111;222000;91002;Telefónicas;21000
2021;12010;6111;222001;91002;Postales;160000
2021;12010;6111;223000;91002;Transporte;600
2021;12010;6111;224003;91002;Otros riesgos;9400
2021;12010;6111;225000;91002;Tributos locales;96800
2021;12010;6111;225001;91002;Tributos autonómicos;300
2021;12010;6111;225002;91002;Tributos estatales;70000
2021;12010;6111;226000;91002;Cánones;200
2021;12010;6111;226001;91002;Atenciones protocolarias y representativas;27000
2021;12010;6111;226002;91002;Gastos de divulgación y promoción;1800
2021;12010;6111;226003;91002;Jurídicos, Contenciosos;1000
2021;12010;6111;226005;91002;Reuniones y conferencias;6000
2021;12010;6111;226009;91002;Otros gastos diversos;600
2021;12010;6111;227000;91002;Limpieza y aseo;98000
2021;12010;6111;227001;91002;Seguridad;32000
2021;12010;6111;227006;91002;Estudios y trabajos técnicos;376000
2021;12010;6111;227009;91002;Otros trabajos realizados por otras empresas;12000
2021;12010;6111;230000;91002;Dietas;2100
2021;12010;6111;231000;91002;Locomoción;600
2021;12010;6111;233000;91002;Gastos a través de agencias de viaje;1000
2021;12010;6111;239000;91002;Otras indemnizaciones;4800
2021;12010;6111;352000;91002;Intereses de demora;10000
2021;12010;6111;602000;91002;Edificios y otras construcciones;45000
2021;12010;6111;605000;91002;Mobiliario y enseres;7000
2021;12010;6111;609000;91002;Inmovilizado Inmaterial;24000
2021;12020;6121;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12020;6121;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12020;6121;101002;91002;Complemento específico de SGT, DG y asimilados;40734,84
2021;12020;6121;101005;91002;Trienios de SGT, DG y asimilados;2779,2
2021;12020;6121;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4150,56
2021;12020;6121;120000;91002;Sueldos de Personal Funcionario;156556,08
2021;12020;6121;120005;91002;Trienios de Personal Funcionario;49278,36
2021;12020;6121;120006;91002;Pagas extraordinarias de Personal Funcionario;70419,38
2021;12020;6121;121000;91002;Complemento de destino de Personal Funcionario;107094,48
2021;12020;6121;121001;91002;Complemento específico de Personal Funcionario;235429,8
2021;12020;6121;160000;91002;Seguridad social;163821,42
2021;12020;6121;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12020;6121;215000;91002;Reparación y conservación de mobiliario y enseres;500
2021;12020;6121;216000;91002;Rep. y conserv. equipos procesos de información;500
2021;12020;6121;219000;91002;Rep. y conservación de otro inmovilizado material;500
2021;12020;6121;220000;91002;Ordinario no inventariable;3500
2021;12020;6121;220001;91002;Mobiliario y enseres;600
2021;12020;6121;220004;91002;Material informático;500
2021;12020;6121;222000;91002;Telefónicas;2000
2021;12020;6121;222001;91002;Postales;1000
2021;12020;6121;226001;91002;Atenciones protocolarias y representativas;900
2021;12020;6121;226002;91002;Gastos de divulgación y promoción;3000
2021;12020;6121;226009;91002;Otros gastos diversos;2000
2021;12020;6121;227006;91002;Estudios y trabajos técnicos;1000
2021;12020;6121;227009;91002;Otros trabajos realizados por otras empresas;500
2021;12020;6121;230000;91002;Dietas;300
2021;12020;6121;231000;91002;Locomoción;100
2021;12020;6121;233000;91002;Gastos a través de agencias de viaje;500
2021;12020;6121;239000;91002;Otras indemnizaciones;300
2021;12020;6314;120000;91002;Sueldos de Personal Funcionario;226475,4
2021;12020;6314;120005;91002;Trienios de Personal Funcionario;66256,68
2021;12020;6314;120006;91002;Pagas extraordinarias de Personal Funcionario;95115,18
2021;12020;6314;121000;91002;Complemento de destino de Personal Funcionario;143814,96
2021;12020;6314;121001;91002;Complemento específico de Personal Funcionario;293319,12
2021;12020;6314;160000;91002;Seguridad social;163634,61
2021;12020;6314;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12020;6314;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;500
2021;12020;6314;215000;91002;Reparación y conservación de mobiliario y enseres;500
2021;12020;6314;216000;91002;Rep. y conserv. equipos procesos de información;2000
2021;12020;6314;220000;91002;Ordinario no inventariable;400
2021;12020;6314;220001;91002;Mobiliario y enseres;600
2021;12020;6314;221009;91002;Otros suministros;200
2021;12020;6314;222000;91002;Telefónicas;400
2021;12020;6314;222001;91002;Postales;300
2021;12020;6314;223000;91002;Transporte;200
2021;12020;6314;227006;91002;Estudios y trabajos técnicos;66500
2021;12020;6314;227009;91002;Otros trabajos realizados por otras empresas;38000
2021;12020;6314;230000;91002;Dietas;300
2021;12020;6314;231000;91002;Locomoción;100
2021;12020;6314;233000;91002;Gastos a través de agencias de viaje;300
2021;12020;6314;251000;91002;Realización de cursos de formación interna;300
2021;12030;6411;216000;91002;Rep. y conserv. equipos procesos de información;500
2021;12030;6411;239000;91002;Otras indemnizaciones;29500
2021;12030;6412;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12030;6412;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12030;6412;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;12030;6412;101005;91002;Trienios de SGT, DG y asimilados;5558,4
2021;12030;6412;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4436,46
2021;12030;6412;120000;91002;Sueldos de Personal Funcionario;352143,48
2021;12030;6412;120005;91002;Trienios de Personal Funcionario;62025,84
2021;12030;6412;120006;91002;Pagas extraordinarias de Personal Funcionario;136100,86
2021;12030;6412;121000;91002;Complemento de destino de Personal Funcionario;212662,92
2021;12030;6412;121001;91002;Complemento específico de Personal Funcionario;406579,44
2021;12030;6412;160000;91002;Seguridad social;306262,81
2021;12030;6412;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12030;6412;205000;91002;Arrendamientos de mobiliario y enseres;600
2021;12030;6412;216000;91002;Rep. y conserv. equipos procesos de información;600
2021;12030;6412;220000;91002;Ordinario no inventariable;800
2021;12030;6412;220003;91002;Libros y otras publicaciones;800
2021;12030;6412;227009;91002;Otros trabajos realizados por otras empresas;58600
2021;12030;6412;230000;91002;Dietas;200
2021;12030;6412;231000;91002;Locomoción;300
2021;12030;6412;233000;91002;Gastos a través de agencias de viaje;1000
2021;12030;6412;609000;91002;Inmovilizado Inmaterial;830000
2021;12040;6312;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12040;6312;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12040;6312;101002;91002;Complemento específico de SGT, DG y asimilados;40734,84
2021;12040;6312;101005;91002;Trienios de SGT, DG y asimilados;5002,56
2021;12040;6312;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4379,28
2021;12040;6312;120000;91002;Sueldos de Personal Funcionario;1922983,92
2021;12040;6312;120005;91002;Trienios de Personal Funcionario;543342,24
2021;12040;6312;120006;91002;Pagas extraordinarias de Personal Funcionario;806955,48
2021;12040;6312;121000;91002;Complemento de destino de Personal Funcionario;1248718,44
2021;12040;6312;121001;91002;Complemento específico de Personal Funcionario;2539941,44
2021;12040;6312;121009;91002;Otras retribuciones complementarias Funcionarios;2038,68
2021;12040;6312;130000;91002;Salario base de Personal Laboral Fijo;31215,84
2021;12040;6312;130001;91002;Antigüedad de Personal Laboral Fijo;6750,96
2021;12040;6312;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;8268,32
2021;12040;6312;130003;91002;Otras remuneraciones de Personal Laboral Fijo;10636,08
2021;12040;6312;160000;91002;Seguridad social;1575667,96
2021;12040;6312;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12040;6312;205000;91002;Arrendamientos de mobiliario y enseres;1000
2021;12040;6312;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;600
2021;12040;6312;215000;91002;Reparación y conservación de mobiliario y enseres;3000
2021;12040;6312;216000;91002;Rep. y conserv. equipos procesos de información;4200
2021;12040;6312;220000;91002;Ordinario no inventariable;6000
2021;12040;6312;220001;91002;Mobiliario y enseres;600
2021;12040;6312;220002;91002;Prensa, revistas y publicaciones periódicas;600
2021;12040;6312;220003;91002;Libros y otras publicaciones;300
2021;12040;6312;220004;91002;Material informático;1000
2021;12040;6312;221000;91002;Energía eléctrica;1200
2021;12040;6312;221001;91002;Agua;600
2021;12040;6312;221002;91002;Gas;600
2021;12040;6312;221009;91002;Otros suministros;1000
2021;12040;6312;222000;91002;Telefónicas;9000
2021;12040;6312;222001;91002;Postales;3000
2021;12040;6312;223000;91002;Transporte;300
2021;12040;6312;226001;91002;Atenciones protocolarias y representativas;600
2021;12040;6312;226002;91002;Gastos de divulgación y promoción;300
2021;12040;6312;226005;91002;Reuniones y conferencias;600
2021;12040;6312;226009;91002;Otros gastos diversos;1000
2021;12040;6312;227000;91002;Limpieza y aseo;4000
2021;12040;6312;227001;91002;Seguridad;5000
2021;12040;6312;227006;91002;Estudios y trabajos técnicos;591000
2021;12040;6312;227006;91002;Estudios y trabajos técnicos;283000
2021;12040;6312;227009;91002;Otros trabajos realizados por otras empresas;20000
2021;12040;6312;230000;91002;Dietas;1000
2021;12040;6312;231000;91002;Locomoción;900
2021;12040;6312;233000;91002;Gastos a través de agencias de viaje;3000
2021;12040;6312;251000;91002;Realización de cursos de formación interna;600
2021;12050;6311;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12050;6311;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12050;6311;101002;91002;Complemento específico de SGT, DG y asimilados;40734,84
2021;12050;6311;101005;91002;Trienios de SGT, DG y asimilados;5558,4
2021;12050;6311;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4436,46
2021;12050;6311;120000;91002;Sueldos de Personal Funcionario;1673136,02
2021;12050;6311;120005;91002;Trienios de Personal Funcionario;398084,76
2021;12050;6311;120006;91002;Pagas extraordinarias de Personal Funcionario;677374,68
2021;12050;6311;121000;91002;Complemento de destino de Personal Funcionario;1021487,04
2021;12050;6311;121001;91002;Complemento específico de Personal Funcionario;2037598,81
2021;12050;6311;121009;91002;Otras retribuciones complementarias Funcionarios;3195,84
2021;12050;6311;130000;91002;Salario base de Personal Laboral Fijo;44213,04
2021;12050;6311;130001;91002;Antigüedad de Personal Laboral Fijo;7044,48
2021;12050;6311;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;10656,18
2021;12050;6311;130003;91002;Otras remuneraciones de Personal Laboral Fijo;4993,8
2021;12050;6311;151000;91002;Gratificaciones de Personal Funcionario;15000
2021;12050;6311;160000;91002;Seguridad social;1170630,82
2021;12050;6311;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12050;6311;205000;91002;Arrendamientos de mobiliario y enseres;1000
2021;12050;6311;212000;91002;Rep. y conservación edificios y otras construcc.;14000
2021;12050;6311;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;2000
2021;12050;6311;215000;91002;Reparación y conservación de mobiliario y enseres;4500
2021;12050;6311;216000;91002;Rep. y conserv. equipos procesos de información;1000
2021;12050;6311;220000;91002;Ordinario no inventariable;45000
2021;12050;6311;220001;91002;Mobiliario y enseres;600
2021;12050;6311;220002;91002;Prensa, revistas y publicaciones periódicas;9000
2021;12050;6311;220003;91002;Libros y otras publicaciones;300
2021;12050;6311;220004;91002;Material informático;600
2021;12050;6311;220005;91002;Adquisición Cartones de Bingo;250000
2021;12050;6311;221000;91002;Energía eléctrica;37000
2021;12050;6311;221001;91002;Agua;900
2021;12050;6311;221002;91002;Gas;6000
2021;12050;6311;221003;91002;Combustibles;300
2021;12050;6311;221009;91002;Otros suministros;600
2021;12050;6311;222000;91002;Telefónicas;25000
2021;12050;6311;222001;91002;Postales;5000
2021;12050;6311;223000;91002;Transporte;4800
2021;12050;6311;225000;91002;Tributos locales;1000
2021;12050;6311;226001;91002;Atenciones protocolarias y representativas;1000
2021;12050;6311;226003;91002;Jurídicos, Contenciosos;32000
2021;12050;6311;226004;91002;Remuneraciones a agentes mediadores independientes;3953000
2021;12050;6311;226005;91002;Reuniones y conferencias;1000
2021;12050;6311;227000;91002;Limpieza y aseo;55000
2021;12050;6311;227001;91002;Seguridad;48000
2021;12050;6311;227002;91002;Valoraciones y peritajes;30000
2021;12050;6311;227004;91002;Custodia, depósito y almacenaje;20000
2021;12050;6311;227006;91002;Estudios y trabajos técnicos;430000
2021;12050;6311;227009;91002;Otros trabajos realizados por otras empresas;67000
2021;12050;6311;230000;91002;Dietas;1000
2021;12050;6311;231000;91002;Locomoción;1000
2021;12050;6311;233000;91002;Gastos a través de agencias de viaje;3000
2021;12050;6311;251000;91002;Realización de cursos de formación interna;2000
2021;12050;6311;609000;91002;Inmovilizado Inmaterial;30000
2021;12060;1221;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;12060;1221;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;12060;1221;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;12060;1221;101005;91002;Trienios de SGT, DG y asimilados;5396,88
2021;12060;1221;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4478,94
2021;12060;1221;120000;91002;Sueldos de Personal Funcionario;1445054,76
2021;12060;1221;120005;91002;Trienios de Personal Funcionario;253864,8
2021;12060;1221;120006;91002;Pagas extraordinarias de Personal Funcionario;444298,44
2021;12060;1221;121000;91002;Complemento de destino de Personal Funcionario;696383,16
2021;12060;1221;121001;91002;Complemento específico de Personal Funcionario;1363963,2
2021;12060;1221;130000;91002;Salario base de Personal Laboral Fijo;14737,68
2021;12060;1221;130001;91002;Antigüedad de Personal Laboral Fijo;4109,28
2021;12060;1221;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;3989,28
2021;12060;1221;130003;91002;Otras remuneraciones de Personal Laboral Fijo;3474,24
2021;12060;1221;160000;91002;Seguridad social;1034086,61
2021;12060;1221;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;12060;1221;205000;91002;Arrendamientos de mobiliario y enseres;600
2021;12060;1221;212000;91002;Rep. y conservación edificios y otras construcc.;50000
2021;12060;1221;214000;91002;Reparación y conservación material de transporte;1200
2021;12060;1221;215000;91002;Reparación y conservación de mobiliario y enseres;1000
2021;12060;1221;216000;91002;Rep. y conserv. equipos procesos de información;5000
2021;12060;1221;220000;91002;Ordinario no inventariable;3000
2021;12060;1221;220001;91002;Mobiliario y enseres;500
2021;12060;1221;220002;91002;Prensa, revistas y publicaciones periódicas;500
2021;12060;1221;220003;91002;Libros y otras publicaciones;300
2021;12060;1221;220004;91002;Material informático;600
2021;12060;1221;220009;91002;Otro material de oficina;1000
2021;12060;1221;221003;91002;Combustibles;2000
2021;12060;1221;221004;91002;Vestuario;300
2021;12060;1221;221006;91002;Productos farmacéuticos;1600
2021;12060;1221;221009;91002;Otros suministros;1000
2021;12060;1221;222000;91002;Telefónicas;3000
2021;12060;1221;222001;91002;Postales;1000
2021;12060;1221;223000;91002;Transporte;300
2021;12060;1221;225000;91002;Tributos locales;300
2021;12060;1221;225002;91002;Tributos estatales;500
2021;12060;1221;226001;91002;Atenciones protocolarias y representativas;1500
2021;12060;1221;226002;91002;Gastos de divulgación y promoción;1000
2021;12060;1221;226003;91002;Jurídicos, Contenciosos;7400
2021;12060;1221;226005;91002;Reuniones y conferencias;1500
2021;12060;1221;226009;91002;Otros gastos diversos;1000
2021;12060;1221;227006;91002;Estudios y trabajos técnicos;30000
2021;12060;1221;227006;91002;Estudios y trabajos técnicos;1054000
2021;12060;1221;227009;91002;Otros trabajos realizados por otras empresas;340000
2021;12060;1221;230000;91002;Dietas;600
2021;12060;1221;231000;91002;Locomoción;600
2021;12060;1221;233000;91002;Gastos a través de agencias de viaje;1500
2021;12060;1221;239000;91002;Otras indemnizaciones;1200
2021;12060;1221;251000;91002;Realización de cursos de formación interna;20000
2021;12060;1221;609000;91002;Inmovilizado Inmaterial;175580
2021;12060;1231;120000;91002;Sueldos de Personal Funcionario;178434,84
2021;12060;1231;120005;91002;Trienios de Personal Funcionario;36329,76
2021;12060;1231;120006;91002;Pagas extraordinarias de Personal Funcionario;68561,7
