EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2014;G;4;46;460;460044;Acc.Orient. búsqueda empl;Acciones Inform Orient.y Búsqueda Empleo
2014;G;4;46;460;460045;Agent.Empleo Dllo. Local;Agentes de Empleo Desarrollo Local
2014;G;4;46;460;460046;Formación EE.TT.;Formación Escuelas Taller
2014;G;4;46;460;460047;Formación FIP;Formación e Inserción Profesional
2014;G;4;46;460;460048;Ayuda fam zonas rurales;Ayuda familiar en zonas rurales
2014;G;4;46;460;460049;Prog.Inserc. Empleo;Programas de Inserción en el Empleo
2014;G;4;46;460;460050;Contratación desempleados;Subvencion a la contratación de desempleados
2014;G;4;46;460;460051;Fomento Desarrollo Local;Subvenciones Fomento Desarrollo Local
2014;G;4;46;460;460052;Educación familiar;Educación Familiar
2014;G;4;46;460;460053;Inic.soc. empleo ámb. Loc;Iniciativas Sociales de Empleo en el Ámbito Local
2014;G;4;46;460;460054;Mantenimiento de S.S.B.;Mantenimiento de Servicios Sociales de Base
2014;G;4;46;460;460055;Prev. violencia familiar;Prevención violencia familiar
2014;G;4;46;460;460056;Conv. D.P.T. Plan Mijares;Convenio D.P.T. Mant. Est. Depur. Plan Rio Mijares
2014;G;4;46;460;460057;Mantenimiento E.D.A.R.;Transf. Ayunt. Mantenimiento E.D.A.R.
2014;G;4;46;460;460058;Cuidadores pers.depend.;Apoyo a cuidadores de personas dependientes
2014;G;4;46;460;460059;Planes y progr. Serv Soc;Planes y programas de Servicios Sociales.
2014;G;4;46;460;460060;Ayudas INTERREG III 00-08;Ayudas Marco I.C.  INTERREG III Período 2000-2008
2014;G;4;46;460;460061;Form. Técnicos Deportivos;Formación Técnicos Deportivos
2014;G;4;46;460;460062;Eventos Deportivos;Eventos Deportivos
2014;G;4;46;460;460063;Instr.Protecc.Patr.Cultur;Instrumentos de protección de Patrimonio Cultural
2014;G;4;46;460;460064;Ayto.Huesca M.Pedag.Arag.;Ayto. Huesca Museo Pedagógico de Aragón
2014;G;4;46;460;460065;Casas de acogida;Casas de acogida
2014;G;4;46;460;460066;Conv.Mant.Ctros S.Soc.;Conv. Manten.Ctros Comarcales Inform. y S.Sociales
2014;G;4;46;460;460067;Proy.EQUAL Igual.Oportun.;Proyectos EQUAL para igualdad de oportunidades
2014;G;4;46;460;460068;Planes Form. D.G.A.;Planes de Formación de la D.G.A.
2014;G;4;46;460;460069;Mant.Func.Invers.Supramun;Manten. y funcion. inversiones supramunicipales
2014;G;4;46;460;460070;Fondo Arag.Coop.Desarroll;Fondo Aragonés Cooperación para el Desarrollo
2014;G;4;46;460;460071;Ctro Plan. Familiar Zgza;Centro de Planificación Familiar de Zaragoza
2014;G;4;46;460;460072;Ayudas Patrimonio Ibérico;Ayudas Patrimonio Ibérico
2014;G;4;46;460;460073;Historia contem. española;Historia contemporánea española
2014;G;4;46;460;460074;Progr.Inserción Sociolab.;Programa de Inserción Sociolaboral
2014;G;4;46;460;460075;Prog. apoyo mujer inmigra;Prog. integración y apoyo a la mujer inmigrante
2014;G;4;46;460;460076;Aprov.Rec.Mineros y Geol.;Promoc.Activid.Aprovech.Rec.Mineros y Patr.Geolog.
2014;G;4;46;460;460077;Acciones implantación S.I;Acciones implantación Sociedad de la Información
2014;G;4;46;460;460078;Proc part diseño pol.públ;Procesos participación diseño Políticas Públicas
2014;G;4;46;460;460079;Gastos func. Juzg. de Paz;Gastos funcionamiento Juzgados de Paz
2014;G;4;46;460;460080;Subv. mat. institucional;Subvenciones en materia institucional
2014;G;4;46;460;460081;Fomento part. ciudadana;Fomento de la participación ciudadana
2014;G;4;46;460;460082;Toma Datos E.Meteorologic;Toma de Datos Estaciones Meteorológicas
2014;G;4;46;460;460083;Ayuda domic. dependientes;Ayuda a domicilio para personas dependientes
2014;G;4;46;460;460084;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energías renovab
2014;G;4;46;460;460085;Prom.Mov. Juv. RAAJ;Promoción movilidad juvenil en RAAJ
2014;G;4;46;460;460086;Proy. P. D. Sostenible R.;Proyecto Piloto Desarrollo Sostenible Medio Rural
2014;G;4;46;460;460087;Conv. Form. Policias Loc.;Convenios Formación Policías Locales
2014;G;4;46;460;460088;Fomento Agrup. Polic. Loc;Fomento Agrupaciones Policías Locales
2014;G;4;46;460;460089;Fondo Corporaciones Local;Fondo para Corporaciones Locales
2014;G;4;46;460;460090;Act.Fom. innov. aragonesa;Actuaciones de Fomento de la Innovación Aragonesa
2014;G;4;46;460;460091;Los Fayos. Ejec sentencia;Los Fayos. Ejecución sentencia
2014;G;4;46;460;460092;Prog. Cualif Profesional;Programas Cualificación Profesional Inicial
2014;G;4;46;460;460093;gest. aulas externas -Ayt;Gestión de aulas externas - Ayuntamiento Zaragoza
2014;G;4;46;460;460094;Mant. Serv. Comarcales;Mantenimiento de Servicios Comarcales
2014;G;4;46;460;460095;Programa Teleasistencia;Programa de Teleasistencia
2014;G;4;46;460;460096;Alquiler social;Alquiler social
2014;G;4;46;460;460097;Fondo Estatal de Empleo;Fondo Estatal de Empleo
2014;G;4;46;460;460098;Traspaso de func. y servi;Traspaso de funciones y servicios
2014;G;4;46;460;460099;Trans des. p. sectoriales;Transferencias para desarrollo de p. sectoriales
2014;G;4;46;460;460100;Escuelas Taller;Escuelas Taller
2014;G;4;46;460;460101;Conv. Manc. Bajo Gállego;Convenio con la Mancomunidad Bajo Gállego
2014;G;4;46;460;460102;Conv. Manc. Central de Zg;Convenio con la Mancomunidad Central de Zaragoza
2014;G;4;46;460;460103;Conv. Manc. R Bajo Huerva;Convenio con la Mancomunidad Ribera Bajo Huerva
2014;G;4;46;460;460104;Conv. Manc. R. Izda. Ebro;Convenio con la Mancomunidad Ribera Izda. del Ebro
2014;G;4;46;460;460105;Garantía Joven Aragón;Garantía Joven Aragón
2014;G;4;47;470;470001;Apoyo a Empr Interés Gral;Apoyo a Empresas de Interés General
2014;G;4;47;470;470002;Subv.Proyec.Coop.Transfr.;Subv. Proyectos de Cooperación Transfronteriza
2014;G;4;47;470;470003;Planes Form. D.G.A.;Planes de Formación de la D.G.A.
2014;G;4;47;470;470004;Líneas Deficitar.Viajer.;Ayudas líneas deficitarias de viajeros
2014;G;4;47;470;470005;Serv.Regul.Viajeros C-Pr;Establecimiento Serv.Reg.Viajeros Contratos Progr.
2014;G;4;47;470;470006;Estadística Agraria;Estadística Agraria
2014;G;4;47;470;470007;Política Agraria Comunit.;Política Agraria Comunitaria
2014;G;4;47;470;470008;Ayudas Nacion.Complem.PAC;Ayudas Nacionales Complementarias P.A.C.
2014;G;4;47;470;470009;Fomento Comercialización;Fomento comercialización productos agr. y aliment.
2014;G;4;47;470;470010;Reestructuración Asociat.;Reestructuración de las Entidades Asociativas
2014;G;4;47;470;470011;Convenios Bodegas Piloto;Convenios con Bodegas Piloto
2014;G;4;47;470;470012;Seguim.Trazabilid.Cereal.;Seguimiento de la trazabilidad de cereales
2014;G;4;47;470;470013;Formac.Entidades Asociat.;Formación de Entidades Asociativas
2014;G;4;47;470;470014;Difus.,Fom.y Ahorro Energ;Actuaciones,difusion,fomento y ahorro energético
2014;G;4;47;470;470015;Subv. Empresas Artesanas;Subv. Empresas Artesanas
2014;G;4;47;470;470016;Imp y Promoc TIC;Implantac y promoción de las TIC
2014;G;4;47;470;470017;Creac Cont Digit. Soc.Inf;Creación Contenidos Digitales Sdad Información
2014;G;4;47;470;470018;Ay. formac. Ctros Trabajo;Ayudas para formación en centros de trabajo
2014;G;4;47;470;470019;Apoyo a Artes Plásticas;Apoyo a las Artes Plásticas
2014;G;4;47;470;470020;Ayudas Teatro y Danza;Ayudas al Teatro y a la Danza
2014;G;4;47;470;470021;Ayudas Producc. Audiovis.;Ayudas a la Producción Audiovisual
2014;G;4;47;470;470022;Ayudas a la Música;Ayudas a la Música
2014;G;4;47;470;470023;Act.Dep.Centros J.Escolar;Prom.Activ.Deport con Centr.Priv.Juegos Escolares
2014;G;4;47;470;470025;Ayudas Guarderías Empr.;Ayudas a Guarderías de Empresas
2014;G;4;47;470;470026;Fom. Cooperativas.;Fomento y creación empleo en Coop. y S. Laborales
2014;G;4;47;470;470027;Apoyo a Discp. Psiq. CEE;Contr. personal de apoyo a discap. psiq. en C.E.E.
2014;G;4;47;470;470028;Contratación Prog.ARINSER;Subvención Contratación Programa Aragón Inserta
2014;G;4;47;470;470029;Fto contratac. discapac.;Fomento de la contratación de discapacitados
2014;G;4;47;470;470030;Fomento contrat. estable;Fomento de la Contratación Estable
2014;G;4;47;470;470031;Fomen contr estable mujer;Fomento de la Contratación Estable de mujeres
2014;G;4;47;470;470032;Fto Empleo Aut. mujeres;Fomento Empleo Autónomos mujeres
2014;G;4;47;470;470033;Fto.Empleo Coop y SS.LL;Fomento Empleo Cooperat.y Soc.Laborales
2014;G;4;47;470;470034;Coop y SSLL incorp discap;Fomento Empleo Coop. y SS.LL. incorpor.  discap.
2014;G;4;47;470;470035;Coop y SSLL incorp mujer;Fomento Empleo Coop. y SS.LL incorpor.  mujeres
2014;G;4;47;470;470036;Formación FIP;Formación e Inserción Profesional
2014;G;4;47;470;470037;Integrac.Lab.Discapac.;Integración laboral de discapacitados
2014;G;4;47;470;470038;Prog.Fto.Empl.Autón.Mujer;Programa de fomento de empleo autónomo de mujeres
2014;G;4;47;470;470039;Prog.Fto Empl. Autónomos;Programa de fomento de empleo de autónomos
2014;G;4;47;470;470040;Promoción Empleo Autónomo;Promoción de Empleo Autónomo
2014;G;4;47;470;470041;Subv Empresas In+Empleo;Subvenciones a Empresas Iniciativa+Empleo
2014;G;4;47;470;470042;Contratac. indef. discap.;Subv.contrat.indefinida trabajadores discapacitad.
2014;G;4;47;470;470043;Acc.Compl.Formac.Continua;Acciones complementarias de Formación Continua
2014;G;4;47;470;470044;Apoyo a Edic.y Public.Per;Apoyo a Ediciones y Publicaciones Periódicas
2014;G;4;47;470;470045;Campañas escol. deportiv.;Campañas Escolares Deportivas
2014;G;4;47;470;470046;Planes de vivienda;Planes de vivienda
2014;G;4;47;470;470047;Serv.Pre.Creación Consor;Opt.Servicios Previos ConsorcioTransp Área de Zgza
2014;G;4;47;470;470048;Subv.internacionaliz empr;Subvenciones internacionalización ac. empresas
2014;G;4;47;470;470049;pro prom línea reg viaj i;Promoción líneas regulares viajeros interés espec
2014;G;4;47;470;470050;Aut. Villafranca-El Burgo;Concesión autopista Villafranca-El Burgo de Ebro
2014;G;4;47;470;470051;Ayuda expositores QUALIME;Ayuda expositores feria QUALIMEN
2014;G;4;47;470;470052;Estac Central Autob Zgoza;Compromisos Estación Central Autobuses de Zaragoza
2014;G;4;47;470;470053;Difus. fom. y ahorro ener;Act. difusión, fomento y ahorro energético
2014;G;4;47;470;470055;Cont. discap. P. Intro;Contr. discapacitados Prg. Intro
2014;G;4;47;470;470056;Unidades apoyo C.E.E.;Unidades apoyo Centros Especiales Empleo
2014;G;4;47;470;470057;Fomento calidad prod.agro;Fomento calidad producción agroalimentaria
2014;G;4;47;470;470058;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energías renovab
2014;G;4;47;470;470059;Subv. Prg. Empleo apoyo;Subvenciones Programa Empleo con apoyo
2014;G;4;47;470;470060;Cmdad Trabajo Pirineos;Convocatoria Comunidad de Trabajo de los Pirineos
2014;G;4;47;470;470061;Autopista Peaje 2;Concesión Autopista Peaje 2
2014;G;4;47;470;470062;Autopista Peaje 68;Concesión Autopista Peaje 68
2014;G;4;47;470;470063;Innovación emp. aragonesa;Innovación en Empresas Aragonesas
2014;G;4;47;470;470064;Fruta escolar en escuelas;Plan fruta escolar en las escuelas
2014;G;4;47;470;470065;Fomento estr. asoc. agrar;Fomento Estructuras Asociativas Agrarias
2014;G;4;47;470;470066;Convenios Clubs Deportivo;Convenios Clubs Deportivos
2014;G;4;47;470;470067;Compensación conces. res.;Compensación concesionarios gestión residuos
2014;G;4;47;470;470068;Fom Prom Dep Universidad;Fomento y Promoción Deporte Universidad
2014;G;4;47;470;470069;Conv. Eventos Deportivos;Convenios Eventos Deportivos
2014;G;4;47;470;470070;Proy interna. actividades;Proy internacionalización actividades púb-privadas
2014;G;4;47;470;470071;Proy interna. formativas;Proy internacionalización act formativas y laboral
2014;G;4;47;470;470072;Subv. ac. prom. turística;Subvenciones acciones promoción turística
2014;G;4;47;470;470073;Act. prog. Med. Empresas;Actuaciones para programa Medianas Empresas
2014;G;4;47;470;470074;resrv plazas.Comp sobreco;Reserva de plazas.Compensación sobrecoste
2014;G;4;47;470;470075;Fomento contr. innovación;Fomento a la contratación para la innovación
2014;G;4;47;470;470076;Alquiler social;Alquiler social
2014;G;4;47;470;470077;Teleformación;Teleformación
2014;G;4;47;470;470078;Formación en idiomas;Formación en idiomas
2014;G;4;47;470;470079;Apoyo rto viveros empresa;Apoyo rendimiento viveros empresa
2014;G;4;47;470;470080;Apoyo FP dual;Apoyo FP dual
2014;G;4;47;470;470081;Sin nombre;Sin nombre
2014;G;4;48;480;480001;Seminario Por la Paz;Fundación Seminario Investigación para la Paz
2014;G;4;48;480;480002;Subvenciones directas;Subvenciones Directas
2014;G;4;48;480;480003;Fund.Aspect.Pol. e Inst.;Subv.Fundac.Aspectos Políticos e Instituc.Aragón
2014;G;4;48;480;480004;Subvenciones directas;Subvenciones Directas
2014;G;4;48;480;480005;Comunidades Arag Exterior;Ayudas a Comunidades Aragonesas del Exterior
2014;G;4;48;480;480006;Prom.Conocim.Derecho Arag;Promoción Conocimiento del Derecho Aragonés
2014;G;4;48;480;480007;Fomento del Asociac.Munic;Fomento del Asociacionismo Municipal
2014;G;4;48;480;480008;Ayudas Protección Civil;Ayudas de Protección Civil
2014;G;4;48;480;480009;Ayudas Escuelas Taurinas;Ayudas Escuelas Taurinas
2014;G;4;48;480;480010;Subvenciones directas;Subvenciones Directas
2014;G;4;48;480;480011;Subvenciones directas;Subvenciones Directas
2014;G;4;48;480;480012;Ayudas Postgrados y otros;Ayudas Postgrados y otros
2014;G;4;48;480;480013;Apoyo a Ent Interés Gral;Apoyo a Entidades de interés general
2014;G;4;48;480;480014;Subv.internacionaliz inst;Subvenciones Internacionalización ac instituciones
2014;G;4;48;480;480015;Sub Centrales Sindicales;Subvenciones a  Centrales Sindicales
2014;G;4;48;480;480016;Ayud.Jubil. Reest.Empres.;Ayudas Jubilación y Reestructuración Empresas
2014;G;4;48;480;480017;Plan Dir.Prev.Riesg.Lab.;Plan Director Prev.de Riesgos Laborales de la C.A.
2014;G;4;48;480;480018;Conv. Prev. Riesgos Lab.;Convenios Colaboración (Prev. Riesgos Laborales)
2014;G;4;48;480;480019;Serv.Arag.Med.Arbitraje;Servicio Aragonés de Mediación y Arbitraje
2014;G;4;48;480;480020;Subvencion AVAEL;Subv.Asoc.Víctimas Acc.y Enfermedades Laborales
2014;G;4;48;480;480021;Subv.Asoc. Empres. Repr.;Subv. Asociaciones Empresarios más representativas
2014;G;4;48;480;480022;Subv.Centrales Sindicales;Subvenciones a  Centrales Sindicales
2014;G;4;48;480;480023;Subv.Integr.Social Inmig.;Subv. Entidades Sociales Integración Inmigrantes
2014;G;4;48;480;480024;Subv. Asoc. Inmigrantes;Subv. Apoyo  Asociaciones de Inmigrantes en Aragón
2014;G;4;48;480;480025;Progr.UE-Conv.,Est.,Inst.;Programas U.E. Convenios, Estudios e Instituciones
2014;G;4;48;480;480026;Subv.Proyec.Coop.Transfr.;Subv. Proyectos de Cooperación Transfronteriza
2014;G;4;48;480;480027;Org.y colab.Foro Urbaníst;Organización y Colaboración Foros Urbanísticos
2014;G;4;48;480;480028;Asoc.Emp. Org.Sind.Ttes.;Ayudas a Asociaciones Empres.y Organiz.Sind.Ttes.
2014;G;4;48;480;480029;Organizac.Ttes Terrestres;Ayudas a Organiz. relacionados con Ttes.Terrestres
2014;G;4;48;480;480030;Fund.Transp.Traves.Centr.;Fundación Transpirenaica Travesía Central Pirineos
2014;G;4;48;480;480031;Actividades Agrarias;Apoyo a Actividades Agrarias
2014;G;4;48;480;480032;Mej.Pr.Aceite Oliva Form.;Mejora producción Aceite de Oliva: Formación
2014;G;4;48;480;480033;Fom.Calidad Prod.Agroal.;Fomento calidad producción Agroalimentaria
2014;G;4;48;480;480034;Apoyo Asoc. Razas Autoct.;Apoyo Asociación Razas Autóctonas Peligro Extinc.
2014;G;4;48;480;480035;Certámenes Ganaderos;Certámenes Ganaderos
2014;G;4;48;480;480036;Convenios Asoc. Ganaderos;Convenios con Asociaciones de Ganaderos
2014;G;4;48;480;480037;Federac.Razas Autóctonas;Federación de Razas Autóctonas
2014;G;4;48;480;480038;Apoyo Activid.Formativas;Apoyo a actividades formativas
2014;G;4;48;480;480039;Formac.Medidas Agroambie.;Formación de Medidas Agroambientales
2014;G;4;48;480;480040;Subv. Ind Com y Turismo;Subv. varias áreas Industria, Comercio y Turismo
2014;G;4;48;480;480041;Calidad y Seg. Nuev. Tec.;Subv.Form.y Difus. Calidad,Seg.y Nuev.Tecnolog.
2014;G;4;48;480;480042;Acc.Estratégicas Sector.;Acciones Estratégicas Sectoriales
2014;G;4;48;480;480043;Fto Nuevas Tecn.Hidrógeno;Fomento Nuevas Tecn. relacionadas con el Hidrógeno
2014;G;4;48;480;480044;Mejora Comp.y Moder.Pyme;Subv.Mejora compet.y modern.PYME con Org.Interm.
2014;G;4;48;480;480045;Apoyo a Inic.Fto.Mineria;Apoyo a iniciativas de fomento del Sector Minero
2014;G;4;48;480;480046;Apoyo Comercio Asociado;Apoyo al Comercio Asociado
2014;G;4;48;480;480047;Asociac.Calidad Comercio;Subv. Asociaciones Calidad Comercio
2014;G;4;48;480;480048;Asociac.Formac.Comercio;Subv. Asociaciones formación Comercio
2014;G;4;48;480;480049;Subv.Comercio Medio Rural;Subv. Comercio Medio Rural
2014;G;4;48;480;480050;Subv. Promoción Artesania;Subv. Promoción Artesanía
2014;G;4;48;480;480051;Prom.Ferias, Instit.Fer.;Subv. Promoción Ferias, Instituciones Feriales
2014;G;4;48;480;480052;Relevo Generac.Comercio;Subv. Relevo Generacional Comercio
2014;G;4;48;480;480053;Subv.Promoción Turística;Subv.Promoción Turística
2014;G;4;48;480;480054;A Entid.Carácter Asist.;Apoyo a Entidades de Carácter Asistencial
2014;G;4;48;480;480055;Org Reunion Cientif Salud;Organiz.Reuniones Científicas Sobre Temas de Salud
2014;G;4;48;480;480056;Inf. y Doc. Salud Consumo;Inform. y Docum. en materia de Salud y Consumo
2014;G;4;48;480;480057;Transf Fund Andrea Prader;Transferencia a la Fundación Andrea Prader
2014;G;4;48;480;480058;Prest.Serv.Asistenciales;Prestaciones por Servicios Asistenciales
2014;G;4;48;480;480059;Prest.Entregas por Despl.;Prestaciones-Entregas por desplazamiento
2014;G;4;48;480;480060;Prestaciones-Prótesis;Prestaciones-Prótesis
2014;G;4;48;480;480061;Pres vehic para inválidos;Prestaciones-Vehículos para inválidos
2014;G;4;48;480;480062;Ctro.Escol. Pyt consumo;Centros escolares para proyectos sobre Consumo
2014;G;4;48;480;480063;Promoción del consumo;Promoción del Consumo
2014;G;4;48;480;480064;Actuacs.S/ Salud Pública;Actuaciones en materia de Salud Pública
2014;G;4;48;480;480065;Educación para la Salud;Educación Para la Salud
2014;G;4;48;480;480066;Prev.Asis.y Reins.Drog.;Prev., Asistencia y Reinserción Drogodependencias
2014;G;4;48;480;480067;Progr. Prevención S.I.D.A;Programa Prevención S.I.D.A.
2014;G;4;48;480;480068;Iniciativas Ciencia y Soc;Iniciativas en Ciencia y Sociedad
2014;G;4;48;480;480069;F. Univ. A. Gargallo UVTe;F. Univ. A. Gargallo - Cursos U. Verano de Teruel
2014;G;4;48;480;480070;Becas y Ayudas Activ.Univ;Becas y Ayudas para la Actividad Universitaria
2014;G;4;48;480;480071;Investigación y Sociedad;Investigación y Sociedad
2014;G;4;48;480;480072;Fomento Investigación;Fomento a la Investigación
2014;G;4;48;480;480073;Creac Cont Digit. Soc.Inf;Creación Contenidos Digitales Sdad Información
2014;G;4;48;480;480074;Prom e Implant TICS;Prom.e Implant.Tecnol.Inform.y Comun.
2014;G;4;48;480;480075;Ayudas al Transp Escolar;Ayudas al Transporte Escolar
2014;G;4;48;480;480076;Subv a Centrales Sindical;Subvenciones a Centrales Sindicales
2014;G;4;48;480;480077;Programa Educ.Adul.;Programas Educación Adultos
2014;G;4;48;480;480078;Conv. Fundac.Arsen.Jimeno;Convenio Fundación Arsenio Jimeno
2014;G;4;48;480;480079;Garantía Social;Garantía Social
2014;G;4;48;480;480080;Premio Nac. Don Bosco;Casa Salesiana N.S.Pilar Premio Nac. Don Bosco
2014;G;4;48;480;480081;Ayudas Individuales;Ayudas Individuales
2014;G;4;48;480;480082;Antig Prof.Concert. Infan;Ed Infantil-Primaria: Antigüedad Profesorado Conc.
2014;G;4;48;480;480083;Ed.Inf:Grat. libros txto;Gratuidad libros texto:Educ. Infantil y Primaria
2014;G;4;48;480;480084;Becas Comedor Vacaciones;Becas comedor en vacaciones
2014;G;4;48;480;480085;Educ.Inf: E.Concertada;Educación Infantil y Primaria:Enseñanza Concertada
2014;G;4;48;480;480086;Financ.2º Ciclo Educ.Inf.;Financiación 2º Ciclo Educación Infantil
2014;G;4;48;480;480087;Guarderías no Municipales;Guarderías no Municipales
2014;G;4;48;480;480088;Ed. Secund: E.Concertada;Educación Secundaria: Enseñanza Concertada
2014;G;4;48;480;480089;Ed.Sec:Grat. libros texto;Gratuidad libros de texto en Ed. Secundaria y F.P.
2014;G;4;48;480;480090;Becas Vacaciones;Becas Vacaciones
2014;G;4;48;480;480091;Educ.Espec.: E.Concertada;Educación Especial: Enseñanza Concertada
2014;G;4;48;480;480092;Ed.Esp:Grat. libros texto;Gratuidad libros de texto en Educación Especial
2014;G;4;48;480;480093;Programas Educativos;Programas Educativos
2014;G;4;48;480;480094;Apoyo a Edic.y Public.Per;Apoyo a Ediciones y Publicaciones Periódicas
2014;G;4;48;480;480095;Apoyo a Ferias Del Libro;Apoyo a Ferias del Libro
2014;G;4;48;480;480096;Fund. Festiv. Cine Huesca;Fundación Festival de Cine de Huesca
2014;G;4;48;480;480097;I.E.Turolenses C.Luis Buñ;I. Estudios Turolenses Ctro Luis Buñuel de Calanda
2014;G;4;48;480;480098;Ayudas Producc. Audiovis.;Ayudas a la Producción Audiovisual
2014;G;4;48;480;480099;Sdad. Filarmón. Zaragoza;Sociedad Filarmónica de Zaragoza
2014;G;4;48;480;480100;Fund. Pro Real Ac. Españ.;Fundación Pro Real Academia Española
2014;G;4;48;480;480101;Centro Estudios Mudéjares;Centro de Estudios Mudéjares
2014;G;4;48;480;480102;Prom.Mov. Juv. RAAJ;Promoción movilidad juvenil en RAAJ
2014;G;4;48;480;480103;Subv. Asociac.Culturales;Subv. Asociaciones Culturales
2014;G;4;48;480;480104;Arch Pri y Mus Asoc. Cult;Archivos Privados y Museos Gestionados Asoc.Cult
2014;G;4;48;480;480105;Arch Priv y Museos Sistem;Archivos Privados y Museos Sistemas
2014;G;4;48;480;480106;Fundación Beulas;Fundación Beulas
2014;G;4;48;480;480107;Asoc.Juv. Jóvenes Inm.;A Asoc.Juveniles para trabajo jóvenes inmigrantes
2014;G;4;48;480;480108;Prom y Dif Patr Hist Arti;Promoción y Difusión del Patr.Histórico Artístico
2014;G;4;48;480;480109;Deporte Universitario;Deporte Universitario
2014;G;4;48;480;480110;Fed.Ar.Dptes Inv. Ctro.D.;Fed.Ar.Dptes Ctro Esp.Tecn.Deportes Invierno Jaca
2014;G;4;48;480;480111;Fundación Jaca 2007;Fundación Jaca 2007
2014;G;4;48;480;480112;Juegos Escolares;Juegos Escolares
2014;G;4;48;480;480113;Ayudas Clubes niv cualif.;Programa Ayudas Clubes nivel cualificado de Aragón
2014;G;4;48;480;480114;Ayud deport. nivel cualif;Ayudas a deportistas de nivel cualificado
2014;G;4;48;480;480115;Pytos. Federativ.y Clubes;Proyectos Federativos y Clubes
2014;G;4;48;480;480116;Fto.Act.Amb. cons. M.Amb;Fto Act. Ambient. Conserv, Mejora y Calidad M.Amb.
2014;G;4;48;480;480117;Activ en Materia de M Nat;Actividades en Materia de Medio Natural
2014;G;4;48;480;480118;Act. Materia C. Ambiental;Fomento Activ. para la Mejora de la G. Ambiental
2014;G;4;48;480;480119;Conven Recog.Papel/Cartón;Convenio Recogida Selectiva de Papel en la C.A.A.
2014;G;4;48;480;480120;Sensibilización Ambiental;Fomento de Sensibilización Ambiental
2014;G;4;48;480;480121;Escuela abierta;Escuela abierta
2014;G;4;48;480;480122;Ayudas a activ. Asociac.;Ayudas a actividades de las Asociaciones
2014;G;4;48;480;480123;Ayudas partos múltiples;Ayudas por Partos Múltiples
2014;G;4;48;480;480124;Dllo.Polít.Demogr.y Pobl.;Desarrollo Política Demográfica y Poblacional
2014;G;4;48;480;480125;Puntos de Encuentro;Puntos de Encuentro
2014;G;4;48;480;480126;Prom.y Form.de Jov.Cread.;Promoción y formación de jóvenes creadores
2014;G;4;48;480;480127;Pytos.Juventud,Aso.y Ent.;Proyectos de Juventud de Asociaciones y Entidades
2014;G;4;48;480;480128;Subv. Cons. Juventud;Subv. al Consejo de la Juventud de Aragón
2014;G;4;48;480;480129;Subv. Promoc.Dllo Económ;Subvenciones para Promoción y Desarrollo Económico
2014;G;4;48;480;480131;Consorcio Expo Zgz 08;Consorcio Expo Zaragoza 2008
2014;G;4;48;480;480132;Dec.100/2000 Indemnizac.;Decreto 100/2000 personas privadas de libertad
2014;G;4;48;480;480133;Resp.Civil y Seg. Accid.;Responsabilidad Civil y Seguro de Accidentes
2014;G;4;48;480;480134;Vigilancia Salud;Vigilancia Salud
2014;G;4;48;480;480135;Int.Lab.Discap. Psíquicos;Acc integración laboral discapacitados psíquicos
2014;G;4;48;480;480136;Acc.Compl.Formac.Continua;Acciones Complementarias de Formación Continua
2014;G;4;48;480;480137;Acc.Orient.Búsqueda Emp.;Acciones Inform.Orient.y Búsqueda Empleo
2014;G;4;48;480;480138;Acc.Inserc.(Agent.Social);Acciones Inserción Contr.Progr.-Agentes.Sociales
2014;G;4;48;480;480139;Becas Escuelas Taller;Formación Becas Escuelas Taller
2014;G;4;48;480;480140;Becas FIP;Becas de Formación e Inserción Profesional
2014;G;4;48;480;480141;Contr Programa continua;Contratos Programa Formación Continua
2014;G;4;48;480;480142;Iniciativa Comun.Equal;Formación Iniciativa Comunitaria Equal
2014;G;4;48;480;480143;Planes Form. D.G.A.;Planes de Formación de la D.G.A.
2014;G;4;48;480;480144;Form. Agentes Sociales;Formación de Agentes Sociales
2014;G;4;48;480;480145;Form. Escuelas Taller,Com;Formación Escuelas Taller, atención a la Comarca
2014;G;4;48;480;480146;Formación FIP;Formación e Inserción Profesional
2014;G;4;48;480;480147;Form.Fomen.y Dif.Ecom.Soc;Formación,Fomento y Difusión de la Economía Social
2014;G;4;48;480;480148;Prog.Inserc. Empleo;Programas de Inserción en el Empleo
2014;G;4;48;480;480149;Contratación desempleados;Subvención a la contratación de desempleados
2014;G;4;48;480;480150;Cuotas SS Pago Único;Subvención cuotas Seg. Social pago único
2014;G;4;48;480;480151;Subv.Direct.Form.Empleo;Subvenciones directas para Formación Empleo
2014;G;4;48;480;480152;A Centrales Sindicales;A Centrales Sindicales
2014;G;4;48;480;480153;Farmacia- Recetas Médicas;Farmacia- Recetas médicas
2014;G;4;48;480;480154;Pens. Ancianos y Enfermos;Pensiones de ancianos y enfermos
2014;G;4;48;480;480155;Prev. Malos Tratos Inf.;Prevención de malos tratos a la infancia
2014;G;4;48;480;480156;Ingr. Aragonés Inserción;Ingreso Aragonés de Inserción
2014;G;4;48;480;480157;Programas de Inclusión;Programas de inclusión
