EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2014;12020;6152;231000;11101;Locomoción;1.434,00
2014;12020;6152;231000;14101;Locomoción;1.434,00
2014;12020;6152;231000;91001;Locomoción;2.868,00
2014;12020;6152;231000;91002;Locomoción;500,00
2014;12020;6152;606000;91002;Equipos para procesos de información;800,00
2014;12020;6314;120000;91002;Sueldos de Personal Funcionario;209.060,28
2014;12020;6314;120005;91002;Trienios de Personal Funcionario;47.202,80
2014;12020;6314;120006;91002;Pagas extraordinarias de Personal Funcionario;87.266,57
2014;12020;6314;121000;91002;Complemento de destino de Personal Funcionario;131.235,84
2014;12020;6314;121001;91002;Complemento específico de Personal Funcionario;265.028,80
2014;12020;6314;160000;91002;Seguridad social;131.574,46
2014;12020;6314;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;400,00
2014;12020;6314;215000;91002;Reparación y conservación de mobiliario y enseres;900,00
2014;12020;6314;220000;91002;Ordinario no inventariable;1.800,00
2014;12020;6314;220001;91002;Mobiliario y enseres;600,00
2014;12020;6314;220002;91002;Prensa, revistas y publicaciones periódicas;200,00
2014;12020;6314;220003;91002;Libros y otras publicaciones;500,00
2014;12020;6314;220004;91002;Material informático;500,00
2014;12020;6314;221000;91002;Energía eléctrica;3.500,00
2014;12020;6314;222000;91002;Telefónicas;3.500,00
2014;12020;6314;222001;91002;Postales;2.300,00
2014;12020;6314;227006;91002;Estudios y trabajos técnicos;72.700,00
2014;12020;6314;227009;91002;Otros trabajos realizados por otras empresas;600,00
2014;12020;6314;230000;91002;Dietas;800,00
2014;12020;6314;231000;91002;Locomoción;500,00
2014;12020;6314;606000;91002;Equipos para procesos de información;600,00
2014;12020;6314;609000;91002;Inmovilizado Inmaterial;18.500,00
2014;12030;1212;120000;91002;Sueldos de Personal Funcionario;456.523,56
2014;12030;1212;120005;91002;Trienios de Personal Funcionario;96.577,32
2014;12030;1212;120006;91002;Pagas extraordinarias de Personal Funcionario;175.003,96
2014;12030;1212;121000;91002;Complemento de destino de Personal Funcionario;268.163,04
2014;12030;1212;121001;91002;Complemento específico de Personal Funcionario;527.940,20
2014;12030;1212;130000;91002;Salario base de Personal Laboral Fijo;1.444.104,44
2014;12030;1212;130001;91002;Antigüedad de Personal Laboral Fijo;193.299,49
2014;12030;1212;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;272.900,65
2014;12030;1212;130003;91002;Otras remuneraciones de Personal Laboral Fijo;573.451,00
2014;12030;1212;160000;91002;Seguridad social;1.109.082,78
2014;12030;1212;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;400,00
2014;12030;1212;203000;91002;Arrendamientos maquinaria, instalación y utillaje;230,00
2014;12030;1212;204000;91002;Arrendamientos de material de transporte;230,00
2014;12030;1212;205000;91002;Arrendamientos de mobiliario y enseres;900,00
2014;12030;1212;206000;91002;Arrendamientos de equipos procesos de información;200,00
2014;12030;1212;209000;91002;Arrendamientos de otro inmovilizado material;600,00
2014;12030;1212;212000;91002;Rep. y conservación edificios y otras construcc.;399.289,57
2014;12030;1212;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;20.000,00
2014;12030;1212;214000;91002;Reparación y conservación material de transporte;6.850,00
2014;12030;1212;215000;91002;Reparación y conservación de mobiliario y enseres;600,00
2014;12030;1212;216000;91002;Rep. y conserv. equipos procesos de información;3.000,00
2014;12030;1212;219000;91002;Rep. y conservación de otro inmovilizado material;20.000,00
2014;12030;1212;220000;91002;Ordinario no inventariable;50.000,00
2014;12030;1212;220001;91002;Mobiliario y enseres;2.000,00
2014;12030;1212;220002;91002;Prensa, revistas y publicaciones periódicas;3.000,00
2014;12030;1212;220003;91002;Libros y otras publicaciones;1.000,00
2014;12030;1212;220004;91002;Material informático;5.000,00
2014;12030;1212;221000;91002;Energía eléctrica;860.000,00
2014;12030;1212;221001;91002;Agua;173.780,00
2014;12030;1212;221002;91002;Gas;10.000,00
2014;12030;1212;221003;91002;Combustibles;80.000,00
2014;12030;1212;221004;91002;Vestuario;60.000,00
2014;12030;1212;221005;91002;Productos alimenticios;230,00
2014;12030;1212;221006;91002;Productos farmacéuticos;230,00
2014;12030;1212;221009;91002;Otros suministros;9.000,00
2014;12030;1212;222000;91002;Telefónicas;82.300,00
2014;12030;1212;222001;91002;Postales;130.000,00
2014;12030;1212;223000;91002;Transporte;10.000,00
2014;12030;1212;224001;91002;Primas de vehículos;360.000,00
2014;12030;1212;224003;91002;Otros riesgos;1.246.000,00
2014;12030;1212;225000;91002;Tributos locales;386.000,00
2014;12030;1212;226000;91002;Cánones;1.500,00
2014;12030;1212;226001;91002;Atenciones protocolarias y representativas;600,00
2014;12030;1212;226002;91002;Gastos de divulgación y promoción;20.000,00
2014;12030;1212;226009;91002;Otros gastos diversos;3.000,00
2014;12030;1212;227000;91002;Limpieza y aseo;1.100.000,00
2014;12030;1212;227001;91002;Seguridad;70.000,00
2014;12030;1212;227006;91002;Estudios y trabajos técnicos;20.000,00
2014;12030;1212;227009;91002;Otros trabajos realizados por otras empresas;9.000,00
2014;12030;1212;230000;91002;Dietas;700,00
2014;12030;1212;231000;91002;Locomoción;13.500,00
2014;12030;1212;251000;91002;Realización de cursos de formación interna;220,00
2014;12030;1212;602000;91002;Edificios y otras construcciones;120.000,00
2014;12030;1212;603000;91002;Maquinaria, instalación y utillaje;3.000,00
2014;12030;1212;606000;91002;Equipos para procesos de información;3.000,00
2014;12030;1264;120000;91002;Sueldos de Personal Funcionario;376.968,12
2014;12030;1264;120005;91002;Trienios de Personal Funcionario;72.172,80
2014;12030;1264;120006;91002;Pagas extraordinarias de Personal Funcionario;145.345,98
2014;12030;1264;121000;91002;Complemento de destino de Personal Funcionario;207.041,04
2014;12030;1264;121001;91002;Complemento específico de Personal Funcionario;402.301,96
2014;12030;1264;121009;91002;Otras retribuciones complementarias Funcionarios;405,96
2014;12030;1264;130000;91002;Salario base de Personal Laboral Fijo;115.466,28
2014;12030;1264;130001;91002;Antigüedad de Personal Laboral Fijo;17.032,68
2014;12030;1264;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;22.083,16
2014;12030;1264;130003;91002;Otras remuneraciones de Personal Laboral Fijo;42.120,68
2014;12030;1264;160000;91002;Seguridad social;349.611,14
2014;12030;1264;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;400,00
2014;12030;1264;212000;91002;Rep. y conservación edificios y otras construcc.;600,00
2014;12030;1264;215000;91002;Reparación y conservación de mobiliario y enseres;2.000,00
2014;12030;1264;220000;91002;Ordinario no inventariable;6.200,00
2014;12030;1264;220001;91002;Mobiliario y enseres;1.700,00
2014;12030;1264;220002;91002;Prensa, revistas y publicaciones periódicas;40.000,00
2014;12030;1264;220003;91002;Libros y otras publicaciones;15.000,00
2014;12030;1264;220004;91002;Material informático;10.000,00
2014;12030;1264;221009;91002;Otros suministros;8.300,00
2014;12030;1264;222000;91002;Telefónicas;2.000,00
2014;12030;1264;223000;91002;Transporte;610,00
2014;12030;1264;224003;91002;Otros riesgos;1.200,00
2014;12030;1264;226000;91002;Cánones;11.000,00
2014;12030;1264;226005;91002;Reuniones y conferencias;8.300,00
2014;12030;1264;226009;91002;Otros gastos diversos;1.200,00
2014;12030;1264;227006;91002;Estudios y trabajos técnicos;3.100,00
2014;12030;1264;227009;91002;Otros trabajos realizados por otras empresas;7.500,00
2014;12030;1264;230000;91002;Dietas;1.500,00
2014;12030;1264;231000;91002;Locomoción;1.200,00
2014;12030;1264;251000;91002;Realización de cursos de formación interna;800,00
2014;12030;6313;120000;91002;Sueldos de Personal Funcionario;130.927,92
2014;12030;6313;120005;91002;Trienios de Personal Funcionario;28.277,40
2014;12030;6313;120006;91002;Pagas extraordinarias de Personal Funcionario;52.984,30
2014;12030;6313;121000;91002;Complemento de destino de Personal Funcionario;87.709,08
2014;12030;6313;121001;91002;Complemento específico de Personal Funcionario;176.506,96
2014;12030;6313;160000;91002;Seguridad social;101.233,59
2014;12030;6313;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;400,00
2014;12030;6313;212000;91002;Rep. y conservación edificios y otras construcc.;170.000,00
2014;12030;6313;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;5.000,00
2014;12030;6313;214000;91002;Reparación y conservación material de transporte;300,00
2014;12030;6313;215000;91002;Reparación y conservación de mobiliario y enseres;500,00
2014;12030;6313;216000;91002;Rep. y conserv. equipos procesos de información;1.000,00
2014;12030;6313;219000;91002;Rep. y conservación de otro inmovilizado material;1.300,00
2014;12030;6313;220000;91002;Ordinario no inventariable;300,00
2014;12030;6313;220001;91002;Mobiliario y enseres;600,00
2014;12030;6313;220002;91002;Prensa, revistas y publicaciones periódicas;200,00
2014;12030;6313;220003;91002;Libros y otras publicaciones;200,00
2014;12030;6313;220004;91002;Material informático;600,00
2014;12030;6313;220009;91002;Otro material de oficina;100,00
2014;12030;6313;221000;91002;Energía eléctrica;80.000,00
2014;12030;6313;221001;91002;Agua;800,00
2014;12030;6313;221002;91002;Gas;12.000,00
2014;12030;6313;221009;91002;Otros suministros;200,00
2014;12030;6313;222000;91002;Telefónicas;1.300,00
2014;12030;6313;222001;91002;Postales;1.200,00
2014;12030;6313;223000;91002;Transporte;200,00
2014;12030;6313;225000;91002;Tributos locales;200.000,00
2014;12030;6313;226000;91002;Cánones;100,00
2014;12030;6313;226001;91002;Atenciones protocolarias y representativas;380,00
2014;12030;6313;226003;91002;Jurídicos, Contenciosos;300,00
2014;12030;6313;226004;91002;Remuneraciones a agentes mediadores independientes;2.000,00
2014;12030;6313;226005;91002;Reuniones y conferencias;200,00
2014;12030;6313;226009;91002;Otros gastos diversos;2.000,00
2014;12030;6313;227000;91002;Limpieza y aseo;6.000,00
2014;12030;6313;227001;91002;Seguridad;78.762,28
2014;12030;6313;227006;91002;Estudios y trabajos técnicos;15.000,00
2014;12030;6313;227009;91002;Otros trabajos realizados por otras empresas;500,00
2014;12030;6313;230000;91002;Dietas;600,00
2014;12030;6313;231000;91002;Locomoción;600,00
2014;12030;6313;605000;91002;Mobiliario y enseres;400,00
2014;12030;6313;606000;91002;Equipos para procesos de información;1.400,00
2014;12030;6411;120000;91002;Sueldos de Personal Funcionario;53.604,60
2014;12030;6411;120005;91002;Trienios de Personal Funcionario;15.083,64
2014;12030;6411;120006;91002;Pagas extraordinarias de Personal Funcionario;22.502,38
2014;12030;6411;121000;91002;Complemento de destino de Personal Funcionario;35.376,12
2014;12030;6411;121001;91002;Complemento específico de Personal Funcionario;73.083,16
2014;12030;6411;160000;91002;Seguridad social;28.927,22
2014;12030;6411;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12030;6411;205000;91002;Arrendamientos de mobiliario y enseres;1.400,00
2014;12030;6411;215000;91002;Reparación y conservación de mobiliario y enseres;300,00
2014;12030;6411;220000;91002;Ordinario no inventariable;725,00
2014;12030;6411;220002;91002;Prensa, revistas y publicaciones periódicas;360,00
2014;12030;6411;220003;91002;Libros y otras publicaciones;600,00
2014;12030;6411;223000;91002;Transporte;300,00
2014;12030;6411;227009;91002;Otros trabajos realizados por otras empresas;10.000,00
2014;12030;6411;239000;91002;Otras indemnizaciones;40.900,00
2014;12030;6411;251000;91002;Realización de cursos de formación interna;1.000,00
2014;12030;6411;605000;91002;Mobiliario y enseres;462,00
2014;12030;6411;606000;91002;Equipos para procesos de información;192,00
2014;12040;6312;120000;91002;Sueldos de Personal Funcionario;1.775.998,68
2014;12040;6312;120005;91002;Trienios de Personal Funcionario;477.170,26
2014;12040;6312;120006;91002;Pagas extraordinarias de Personal Funcionario;747.898,38
2014;12040;6312;121000;91002;Complemento de destino de Personal Funcionario;1.171.575,72
2014;12040;6312;121001;91002;Complemento específico de Personal Funcionario;2.379.790,36
2014;12040;6312;121009;91002;Otras retribuciones complementarias Funcionarios;569,00
2014;12040;6312;130000;91002;Salario base de Personal Laboral Fijo;28.765,20
2014;12040;6312;130001;91002;Antigüedad de Personal Laboral Fijo;5.136,84
2014;12040;6312;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;5.650,34
2014;12040;6312;130003;91002;Otras remuneraciones de Personal Laboral Fijo;11.619,04
2014;12040;6312;160000;91002;Seguridad social;1.237.088,84
2014;12040;6312;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12040;6312;205000;91002;Arrendamientos de mobiliario y enseres;6.000,00
2014;12040;6312;212000;91002;Rep. y conservación edificios y otras construcc.;28.000,00
2014;12040;6312;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;5.000,00
2014;12040;6312;215000;91002;Reparación y conservación de mobiliario y enseres;2.700,00
2014;12040;6312;216000;91002;Rep. y conserv. equipos procesos de información;300,00
2014;12040;6312;220000;91002;Ordinario no inventariable;4.000,00
2014;12040;6312;220001;91002;Mobiliario y enseres;1.000,00
2014;12040;6312;220002;91002;Prensa, revistas y publicaciones periódicas;500,00
2014;12040;6312;220003;91002;Libros y otras publicaciones;700,00
2014;12040;6312;220004;91002;Material informático;1.500,00
2014;12040;6312;221000;91002;Energía eléctrica;36.000,00
2014;12040;6312;221001;91002;Agua;3.600,00
2014;12040;6312;221002;91002;Gas;8.000,00
2014;12040;6312;221009;91002;Otros suministros;2.000,00
2014;12040;6312;222000;91002;Telefónicas;36.400,00
2014;12040;6312;222001;91002;Postales;2.700,00
2014;12040;6312;223000;91002;Transporte;1.300,00
2014;12040;6312;224003;91002;Otros riesgos;500,00
2014;12040;6312;225000;91002;Tributos locales;12.200,00
2014;12040;6312;226001;91002;Atenciones protocolarias y representativas;1.200,00
2014;12040;6312;226002;91002;Gastos de divulgación y promoción;500,00
2014;12040;6312;226005;91002;Reuniones y conferencias;1.800,00
2014;12040;6312;226009;91002;Otros gastos diversos;2.000,00
2014;12040;6312;227000;91002;Limpieza y aseo;46.000,00
2014;12040;6312;227001;91002;Seguridad;49.800,00
2014;12040;6312;227006;91002;Estudios y trabajos técnicos;748.000,00
2014;12040;6312;227009;91002;Otros trabajos realizados por otras empresas;94.275,00
2014;12040;6312;230000;91002;Dietas;6.000,00
2014;12040;6312;231000;91002;Locomoción;6.000,00
2014;12040;6312;251000;91002;Realización de cursos de formación interna;1.000,00
2014;12040;6312;605000;91002;Mobiliario y enseres;500,00
2014;12040;6312;606000;91002;Equipos para procesos de información;8.700,00
2014;12040;6312;609000;91002;Inmovilizado Inmaterial;100.000,00
2014;12050;6311;120000;91002;Sueldos de Personal Funcionario;1.439.677,32
2014;12050;6311;120005;91002;Trienios de Personal Funcionario;340.071,96
2014;12050;6311;120006;91002;Pagas extraordinarias de Personal Funcionario;583.608,50
2014;12050;6311;121000;91002;Complemento de destino de Personal Funcionario;892.678,80
2014;12050;6311;121001;91002;Complemento específico de Personal Funcionario;1.766.411,44
2014;12050;6311;130000;91002;Salario base de Personal Laboral Fijo;40.741,92
2014;12050;6311;130001;91002;Antigüedad de Personal Laboral Fijo;7.029,36
2014;12050;6311;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;7.961,88
2014;12050;6311;130003;91002;Otras remuneraciones de Personal Laboral Fijo;7.063,52
2014;12050;6311;151000;91002;Gratificaciones de Personal Funcionario;10.000,00
2014;12050;6311;160000;91002;Seguridad social;837.467,74
2014;12050;6311;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12050;6311;205000;91002;Arrendamientos de mobiliario y enseres;4.500,00
2014;12050;6311;212000;91002;Rep. y conservación edificios y otras construcc.;10.000,00
2014;12050;6311;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;500,00
2014;12050;6311;214000;91002;Reparación y conservación material de transporte;200,00
2014;12050;6311;215000;91002;Reparación y conservación de mobiliario y enseres;5.700,00
2014;12050;6311;220000;91002;Ordinario no inventariable;14.000,00
2014;12050;6311;220001;91002;Mobiliario y enseres;1.200,00
2014;12050;6311;220002;91002;Prensa, revistas y publicaciones periódicas;5.500,00
2014;12050;6311;220003;91002;Libros y otras publicaciones;500,00
2014;12050;6311;220004;91002;Material informático;900,00
2014;12050;6311;220005;91002;Adquisición Cartones de Bingo;260.000,00
2014;12050;6311;221000;91002;Energía eléctrica;54.000,00
2014;12050;6311;221001;91002;Agua;1.600,00
2014;12050;6311;221002;91002;Gas;600,00
2014;12050;6311;221004;91002;Vestuario;360,00
2014;12050;6311;221006;91002;Productos farmacéuticos;60,00
2014;12050;6311;221009;91002;Otros suministros;700,00
2014;12050;6311;222000;91002;Telefónicas;6.000,00
2014;12050;6311;222001;91002;Postales;200,00
2014;12050;6311;223000;91002;Transporte;4.600,00
2014;12050;6311;224003;91002;Otros riesgos;900,00
2014;12050;6311;225000;91002;Tributos locales;15.500,00
2014;12050;6311;226001;91002;Atenciones protocolarias y representativas;1.200,00
2014;12050;6311;226003;91002;Jurídicos, Contenciosos;295,00
2014;12050;6311;226004;91002;Remuneraciones a agentes mediadores independientes;3.908.917,54
2014;12050;6311;226005;91002;Reuniones y conferencias;2.000,00
2014;12050;6311;227000;91002;Limpieza y aseo;46.500,00
2014;12050;6311;227001;91002;Seguridad;64.000,00
2014;12050;6311;227002;91002;Valoraciones y peritajes;95.000,00
2014;12050;6311;227003;91002;Postales;12.000,00
2014;12050;6311;227004;91002;Custodia, depósito y almacenaje;300,00
2014;12050;6311;227006;91002;Estudios y trabajos técnicos;202.700,00
2014;12050;6311;227009;91002;Otros trabajos realizados por otras empresas;44.300,00
2014;12050;6311;230000;91002;Dietas;5.000,00
2014;12050;6311;231000;91002;Locomoción;6.000,00
2014;12050;6311;602000;91002;Edificios y otras construcciones;10.000,00
2014;12050;6311;605000;91002;Mobiliario y enseres;2.000,00
2014;12050;6311;606000;91002;Equipos para procesos de información;10.000,00
2014;12050;6311;609000;91002;Inmovilizado Inmaterial;200.000,00
2014;12060;1214;120000;91002;Sueldos de Personal Funcionario;221.220,60
2014;12060;1214;120005;91002;Trienios de Personal Funcionario;66.328,78
2014;12060;1214;120006;91002;Pagas extraordinarias de Personal Funcionario;93.901,64
2014;12060;1214;121000;91002;Complemento de destino de Personal Funcionario;164.996,88
2014;12060;1214;121001;91002;Complemento específico de Personal Funcionario;321.570,52
2014;12060;1214;160000;91002;Seguridad social;171.542,05
2014;12060;1214;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12060;1214;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;2.000,00
2014;12060;1214;215000;91002;Reparación y conservación de mobiliario y enseres;2.200,00
2014;12060;1214;216000;91002;Rep. y conserv. equipos procesos de información;200,00
2014;12060;1214;220000;91002;Ordinario no inventariable;1.500,00
2014;12060;1214;220001;91002;Mobiliario y enseres;900,00
2014;12060;1214;220002;91002;Prensa, revistas y publicaciones periódicas;200,00
2014;12060;1214;220003;91002;Libros y otras publicaciones;300,00
2014;12060;1214;220004;91002;Material informático;1.500,00
2014;12060;1214;220009;91002;Otro material de oficina;200,00
2014;12060;1214;223000;91002;Transporte;600,00
2014;12060;1214;227006;91002;Estudios y trabajos técnicos;58.000,00
2014;12060;1214;230000;91002;Dietas;1.200,00
2014;12060;1214;231000;91002;Locomoción;1.200,00
2014;12060;1214;239000;91002;Otras indemnizaciones;330,00
2014;12060;1214;609000;14101;Inmovilizado Inmaterial;1.340.000,00
2014;12060;1214;609000;91001;Inmovilizado Inmaterial;1.340.000,00
2014;12060;1214;609000;91002;Inmovilizado Inmaterial;272.500,00
2014;12060;1221;120000;91002;Sueldos de Personal Funcionario;868.792,44
2014;12060;1221;120005;91002;Trienios de Personal Funcionario;208.979,16
2014;12060;1221;120006;91002;Pagas extraordinarias de Personal Funcionario;348.849,26
2014;12060;1221;121000;91002;Complemento de destino de Personal Funcionario;532.100,64
2014;12060;1221;121001;91002;Complemento específico de Personal Funcionario;1.045.410,64
2014;12060;1221;130000;91002;Salario base de Personal Laboral Fijo;13.580,64
2014;12060;1221;130001;91002;Antigüedad de Personal Laboral Fijo;2.973,96
2014;12060;1221;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;2.759,10
2014;12060;1221;130003;91002;Otras remuneraciones de Personal Laboral Fijo;4.148,22
2014;12060;1221;151000;91002;Gratificaciones de Personal Funcionario;11.000,00
2014;12060;1221;160000;91002;Seguridad social;656.777,50
2014;12060;1221;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12060;1221;205000;91002;Arrendamientos de mobiliario y enseres;1.400,00
2014;12060;1221;214000;91002;Reparación y conservación material de transporte;6.000,00
2014;12060;1221;215000;91002;Reparación y conservación de mobiliario y enseres;9.000,00
2014;12060;1221;220000;91002;Ordinario no inventariable;900,00
2014;12060;1221;220001;91002;Mobiliario y enseres;1.100,00
2014;12060;1221;220002;91002;Prensa, revistas y publicaciones periódicas;500,00
2014;12060;1221;220003;91002;Libros y otras publicaciones;300,00
2014;12060;1221;220004;91002;Material informático;1.100,00
2014;12060;1221;221003;91002;Combustibles;3.200,00
2014;12060;1221;221006;91002;Productos farmacéuticos;1.000,00
2014;12060;1221;221009;91002;Otros suministros;1.000,00
2014;12060;1221;222000;91002;Telefónicas;24.000,00
2014;12060;1221;222001;91002;Postales;100,00
2014;12060;1221;223000;91002;Transporte;600,00
2014;12060;1221;225000;91002;Tributos locales;80,00
2014;12060;1221;225002;91002;Tributos estatales;10.850,00
2014;12060;1221;226001;91002;Atenciones protocolarias y representativas;2.300,00
2014;12060;1221;226002;91002;Gastos de divulgación y promoción;1.800,00
2014;12060;1221;226003;91002;Jurídicos, Contenciosos;9.000,00
2014;12060;1221;226005;91002;Reuniones y conferencias;5.600,00
2014;12060;1221;226009;91002;Otros gastos diversos;1.500,00
2014;12060;1221;227006;91002;Estudios y trabajos técnicos;811.894,50
2014;12060;1221;227009;91002;Otros trabajos realizados por otras empresas;502.000,00
2014;12060;1221;230000;91002;Dietas;3.000,00
2014;12060;1221;231000;91002;Locomoción;3.000,00
2014;12060;1221;250000;91002;Gastos en pruebas selectivas;1.000,00
2014;12060;1221;251000;91002;Realización de cursos de formación interna;15.000,00
2014;12060;1221;609000;91002;Inmovilizado Inmaterial;50.000,00
2014;12060;1231;120000;91002;Sueldos de Personal Funcionario;153.253,68
2014;12060;1231;120005;91002;Trienios de Personal Funcionario;34.328,16
2014;12060;1231;120006;91002;Pagas extraordinarias de Personal Funcionario;62.085,90
2014;12060;1231;121000;91002;Complemento de destino de Personal Funcionario;94.094,04
2014;12060;1231;121001;91002;Complemento específico de Personal Funcionario;185.463,16
2014;12060;1231;121009;91002;Otras retribuciones complementarias Funcionarios;693,48
2014;12060;1231;160000;91002;Seguridad social;114.845,07
2014;12060;1231;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;800,00
2014;12060;1231;202000;91002;Arrendamientos de edificios y otras construcciones;4.500,00
2014;12060;1231;212000;91002;Rep. y conservación edificios y otras construcc.;1.000,00
2014;12060;1231;215000;91002;Reparación y conservación de mobiliario y enseres;900,00
2014;12060;1231;220000;91002;Ordinario no inventariable;600,00
2014;12060;1231;220001;91002;Mobiliario y enseres;600,00
2014;12060;1231;220002;91002;Prensa, revistas y publicaciones periódicas;350,00
2014;12060;1231;220003;91002;Libros y otras publicaciones;4.500,00
2014;12060;1231;220004;91002;Material informático;250,00
2014;12060;1231;221000;91002;Energía eléctrica;600,00
2014;12060;1231;221019;91002;Otro material sanitario;1.050,00
2014;12060;1231;223000;91002;Transporte;400,00
2014;12060;1231;226001;91002;Atenciones protocolarias y representativas;1.600,00
2014;12060;1231;226009;91002;Otros gastos diversos;400,00
2014;12060;1231;227000;91002;Limpieza y aseo;1.300,00
2014;12060;1231;227006;91002;Estudios y trabajos técnicos;10.000,00
2014;12060;1231;230000;91002;Dietas;1.600,00
2014;12060;1231;231000;91002;Locomoción;1.100,00
2014;12060;1231;250000;91002;Gastos en pruebas selectivas;70.000,00
2014;12060;1231;251000;91002;Realización de cursos de formación interna;255.000,00
2014;12060;1231;480006;91002;Promoción Conocimiento del Derecho Aragonés;14.875,00
2014;12060;3135;165000;91002;Fondo de Acción Social;3.000.000,00
2014;13010;5111;100000;91002;Retribuciones básicas de Altos Cargos;19.443,48
2014;13010;5111;100001;91002;Otras remuneraciones de Altos Cargos;49.679,28
2014;13010;5111;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;58.223,20
2014;13010;5111;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;98.292,96
2014;13010;5111;120000;91002;Sueldos de Personal Funcionario;483.874,92
2014;13010;5111;120005;91002;Trienios de Personal Funcionario;119.122,92
2014;13010;5111;120006;91002;Pagas extraordinarias de Personal Funcionario;194.112,42
2014;13010;5111;121000;91002;Complemento de destino de Personal Funcionario;357.282,60
2014;13010;5111;121001;91002;Complemento específico de Personal Funcionario;607.715,76
2014;13010;5111;130000;91002;Salario base de Personal Laboral Fijo;255.718,08
2014;13010;5111;130001;91002;Antigüedad de Personal Laboral Fijo;43.572,63
2014;13010;5111;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;49.881,79
2014;13010;5111;130003;91002;Otras remuneraciones de Personal Laboral Fijo;67.797,56
2014;13010;5111;151000;91002;Gratificaciones de Personal Funcionario;5.000,00
2014;13010;5111;160000;91002;Seguridad social;553.700,22
2014;13010;5111;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;4.000,00
2014;13010;5111;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;12.000,00
2014;13010;5111;162000;91002;Formación y perfeccionamiento de Personal Laboral;1.000,00
2014;13010;5111;162009;91002;Otros gastos sociales de Personal Laboral;31.159,68
2014;13010;5111;202000;91002;Arrendamientos de edificios y otras construcciones;92.340,00
2014;13010;5111;212000;91002;Rep. y conservación edificios y otras construcc.;3.848,00
2014;13010;5111;214000;91002;Reparación y conservación material de transporte;3.847,00
2014;13010;5111;215000;91002;Reparación y conservación de mobiliario y enseres;4.617,00
2014;13010;5111;216000;91002;Rep. y conserv. equipos procesos de información;7.695,00
2014;13010;5111;220000;91002;Ordinario no inventariable;23.085,00
2014;13010;5111;220001;91002;Mobiliario y enseres;7.695,00
2014;13010;5111;220002;91002;Prensa, revistas y publicaciones periódicas;3.078,00
2014;13010;5111;220003;91002;Libros y otras publicaciones;770,00
2014;13010;5111;220004;91002;Material informático;26.424,00
2014;13010;5111;220009;91002;Otro material de oficina;770,00
2014;13010;5111;221000;91002;Energía eléctrica;2.308,00
2014;13010;5111;221001;91002;Agua;770,00
2014;13010;5111;221003;91002;Combustibles;1.539,00
2014;13010;5111;221004;91002;Vestuario;3.847,00
2014;13010;5111;221009;91002;Otros suministros;770,00
2014;13010;5111;222000;91002;Telefónicas;153.900,00
2014;13010;5111;222001;91002;Postales;30.780,00
2014;13010;5111;222002;91002;Telegráficas;769,00
2014;13010;5111;222003;91002;Télex y telefax;770,00
2014;13010;5111;222009;91002;Otras comunicaciones;7.695,00
2014;13010;5111;223000;91002;Transporte;1.539,00
2014;13010;5111;224000;91002;Primas de Edificios y locales;769,00
2014;13010;5111;225000;91002;Tributos locales;127.530,43
2014;13010;5111;225002;91002;Tributos estatales;61.560,00
2014;13010;5111;226001;91002;Atenciones protocolarias y representativas;12.000,00
2014;13010;5111;226002;91002;Gastos de divulgación y promoción;3.000,00
2014;13010;5111;226003;91002;Jurídicos, Contenciosos;770,00
2014;13010;5111;226005;91002;Reuniones y conferencias;1.000,00
2014;13010;5111;226009;91002;Otros gastos diversos;33.189,00
2014;13010;5111;227000;91002;Limpieza y aseo;15.390,00
2014;13010;5111;227001;91002;Seguridad;15.390,00
2014;13010;5111;227006;91002;Estudios y trabajos técnicos;25.008,00
2014;13010;5111;227009;91002;Otros trabajos realizados por otras empresas;11.543,00
2014;13010;5111;230000;91002;Dietas;7.695,00
2014;13010;5111;231000;91002;Locomoción;3.847,00
